predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,used_fallback,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,mandatory_output
skin/masks-exfoliators/purifying-masks,skin/masks-exfoliators/purifying-masks,o3-mini-2025-01-31,"{'completion_tokens': 409, 'prompt_tokens': 4062, 'total_tokens': 4471, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 384, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,7.964206218719482,False,True,False,skin/oiliness-acne-pores/essences-preparing-lotions,"Klorane-Aquatic Mint 3 in 1 Purifying Powder -Aquatic mint purifying powder 3 in 1 helps cleanse, exfoliate and purify the skin.   Perfect for mixed-oily skin!   Provides an authentic feeling of lasti",prompt_reason_04,o3-mini,False,2025-08-06T16:50:50.515880,True,True
mom-baby/first-years/first-teeth,mom-baby/first-years/first-teeth,o3-mini-2025-01-31,"{'completion_tokens': 279, 'prompt_tokens': 4086, 'total_tokens': 4365, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 256, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,3.4777987003326416,True,True,False,mom-baby/first-years/first-teeth,"Isdin-Babynaturals Gum Gel for the First Teeth -The appearencefrom the first little teeth can be very uncomfortable for baby.  In order to refresh and soften the irritation from the oral mucosa, ISDIN",prompt_reason_04,o3-mini,False,2025-08-06T16:50:56.006951,True,True
men/skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4104, 'total_tokens': 4604, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,6.057865381240845,False,False,True,mom-baby/maternity-essentials/strollers-accessories,"MomCozy-Organizer Bag-Discover Momcozy Stroller Organizer Bag — a stylish, high-capacity essential designed for effortless outings with your baby.Stay Organized, Stroll in Style!Key Benefits:Fits most",prompt_reason_04,o3-mini,False,2025-08-06T16:51:04.088708,True,True
men/shaving/after-shave,men/shaving/after-shave,o3-mini-2025-01-31,"{'completion_tokens': 84, 'prompt_tokens': 4075, 'total_tokens': 4159, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 64, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,1.9525518417358398,False,True,False,men/shaving/shaving,"444-Hemostatic After Shave Block, Antiseptic and Astringent -The most complicatedbeards and often shaved may cause slight injuries and redness.   To stop bleeding from small cuts and soften the skin! ",prompt_reason_04,o3-mini,False,2025-08-06T16:51:08.063709,True,True
hair/shampoo,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4075, 'total_tokens': 4575, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.410991430282593,False,True,True,hair/styling,"LOreal Professionnel-Tecni.ART Volume Rootlift Mousse-Achieve effortless, weightless volume with Tecni.ART Volume Rootlift, a precision spray foam designed to lift roots and transform fine, flat hair.",prompt_reason_04,o3-mini,False,2025-08-06T16:51:15.496741,True,True
hair/shampoo,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 3993, 'total_tokens': 4493, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.89504861831665,False,False,True,men/hair/hair-loss,Phyto-Phytocyane-Men Invigorating Shampoo-Phytocyane-Men Shampooing Revigorant is an anti-hair loss supplement specifically for men.Restores vitality and energy!Gentle cleansing.,prompt_reason_04,o3-mini,False,2025-08-06T16:51:23.416341,True,True
body/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4059, 'total_tokens': 4559, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.183331489562988,False,False,True,health-care/tights-orthoses,"Aquastop-Waterproof Plaster Protections -With the reusable covers for plaster, is possible totake a bath or shower, when you have a lower or upper limb on with plaster. Are completely waterproof and s",prompt_reason_04,o3-mini,False,2025-08-06T16:51:30.613763,True,True
men/skin/anti-ageing,men/skin/anti-ageing,o3-mini-2025-01-31,"{'completion_tokens': 404, 'prompt_tokens': 4025, 'total_tokens': 4429, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 384, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,4.474014043807983,False,True,False,men/skin/deep-wrinkles-loss-firmness,Biotherm Homme-Force Supreme Black Mask -Force Supreme Black Mask an anti-aging face mask made specifically for men s skins.   The restorative power of blue algaefor a revitalized skin!   Amplified by,prompt_reason_04,o3-mini,False,2025-08-06T16:51:37.114005,True,True
hair/hair-mask/dry-to-very-dry-hair,hair/hair-mask/dry-to-very-dry-hair,o3-mini-2025-01-31,"{'completion_tokens': 218, 'prompt_tokens': 4164, 'total_tokens': 4382, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 192, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,3.0812034606933594,True,True,False,hair/hair-mask/dry-to-very-dry-hair,"Maria Nila-True Soft Masque-Rejuvenate your hair with True Soft Masque, a moisturizing treatment for naturally dry hair. Infused with softening argan oil, it delivers silky-smooth results while being ",prompt_reason_04,o3-mini,False,2025-08-06T16:51:42.228283,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4179, 'total_tokens': 4679, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.709174394607544,False,True,True,skin/oiliness-acne-pores/seruns,"BiRetix-Biretix Double Correction Serum-Revitalize mature, acne-prone skin with Biretix Double Correction Serum featuring anti-imperfection, sebum-regulating, and cell-renewing properties.Double corre",prompt_reason_04,o3-mini,False,2025-08-06T16:51:49.953865,True,True
