predicted_category,confidence,raw_response,tokens_used,model_used,timestamp,status,concatenated_product,true_category,exact_match,partial_match,prompt_name
sun-tan/face/normal-skin,unknown,Category: sun-tan/face/normal-skin,4317,gpt-4o-mini-2024-07-18,2025-08-05T08:53:51.001212,success,"Lierac-Sunissime the Tinted Sun Fluid SPF50+-Lierac Sunissime the Tinted Sun Fluid SPF50+: high protection against UV and blue light with natural coverage, anti-aging benefits, and a radiant finish. Suitable for all skin types.Advanced sun protection and a flawless complexion in one step!Key Benefits:Shields from UVB, UVA, blue light, and infrared rays;Reduces signs of photoaging such as wrinkles, dark spots, and sagging;Evens out the complexion for a smooth, luminous finish;Keeps the skin moisturized and refreshed;Comfortable, non-greasy, non-sticky texture;A refreshing blend of coconut water, bergamot, and jasmine for a tropical fragrance;Suitable for all skin types.Active Ingredients:High Protection Broad Spectrum Filter System: organic filters that protect against UVB, UVA, blue light, and infrared rays.Fallopia Japonica Extract: antioxidant that helps prevent skin aging and oxidative stress.Rosemary Extract: a plant flavonoid that fights photoaging, helping to prevent wrinkles, spots, and sagging.Coconut Water: hydrates and nourishes the skin.Bergamot and Jasmine: provide a refreshing, tropical fragrance.Lierac Sunissime the Tinted Sun Fluid SPF50+ is the ultimate skincare product for those who want to protect their skin while enjoying a radiant, even complexion. This high-performance sun fluid offers very high protection against the sun's harmful rays, including blue light and infrared, while also preventing the visible signs of aging. It hydrates the skin deeply and provides a smooth, natural finish without a greasy or sticky feel. Whether you're heading to the beach or need daily protection, this productâs anti-aging benefits and addictive fragrance make it a must-have in your skincare routine.",sun-tan/face/normal-skin,True,True,prompt_01
health-care/oral-health/specific-care,unknown,Category: health-care/oral-health/specific-care,4130,gpt-4o-mini-2024-07-18,2025-08-05T08:53:52.001815,success,"Bogar-Bogadent Plaque-Stop Chips for Cats-Choose Bogar Bogadent Plaque-Stop Chips for Cats, available in fish and chicken flavors, for a tasty way to reduce tartar, support healthy gums, and keep your catâs breath fresh.Fresh breath, strong teeth, happy cat!Key Benefits:XF3-Effect Formula with seaweed, cranberry, and minerals;Reduces tartar buildup and supports healthy gums;Contains chlorophyll to maintain fresh breath;Available in two delicious recipes.Bogar Bogadent Plaque-Stop Chips for Cats combine the power of seaweed, cranberry, and minerals to deliver effective dental care with a tasty reward. Whether you opt for the fish blend or the pure Swiss chicken option, these chips help reduce tartar, promote gum health, and keep your catâs breath fresh.",health-care/veterinary-products,False,True,prompt_01
skin/beauty-tech,unknown,Category: skin/beauty-tech,4273,gpt-4o-mini-2024-07-18,2025-08-05T08:53:53.002313,success,"Talika-Time Control + Phototherapy Device Anti-Fatigue and Anti-Aging Eyes-Talika Innovates once again, creating a device which is capable of acting on all your concerns from the eye contour area!  The Time control+ phototherapy device anti-fatigue and anti-ageing eyes was developed specifically for the fragile area of the eye contour.   Your look will betransformed!   ANTI-FATIGUE ACTION  â  Reverse Ionophoresis:  Micro currents that are capable of promoting the lymphatic circulation.  â Detox Electrostimulation   A gentle diffusion of electrical impulses that helps decongest the eye contour area.  ANTI-AGEING ACTION  â  Green Light (525 nm):  Anti-dark spot and illuminating, which regulates the melanocytes.  â  Orange Light (590 nm):  Stimulates fibroblasts to initiate collagen production. Reduces wrinkles and crows feet, also firming the delicate skin from the eye contour.  â  Red Light Phototherapy (630 nm):  Acts on the markers resulting from the daily skin microinflamationwhich accelerates the ageing process; thus calming and reducing it s redness.  â Lift Electro-stimulation :  Which is is able to promote the toning from the tissues.  Potentiation  â  Ionophoresis:  Imperceptible ionic microcircuits that increase the permeability from the skin, promoting the penetration and efficacy from your eye contour care.  Compact and easy to use!",skin/eye-care/global-anti-aging,False,True,prompt_01
skin/cleansers-tonners/sensitive-skin,unknown,Category: skin/cleansers-tonners/sensitive-skin,4293,gpt-4o-mini-2024-07-18,2025-08-05T08:53:54.003140,success,"VvBetter-5.5 Cleansing Foam-Experience deep yet gentle cleansing with Vvbetter 5.5 Soothing Cleansing Foam â a low pH cleanser designed to purify, hydrate, and soothe even the most sensitive skin.Balance, glow, and calm!Key Benefits:Maintains healthy skin barrier with pH 5.5Removes makeup, oil, and impurities without strippingGently exfoliates with natural PHAs for smoother skinCalms irritation and reduces rednessDeeply hydrates and nourishesActive Ingredients:Gypsophila Extract â Rich in saponins for deep cleansingWillow Bark Extract â Gently exfoliates and regulates sebumPHA (Gluconolactone + Honey Extract) â Hydrates, exfoliates, and brightensTea Tree Extract â Soothes acne and controls oilCentella Asiatica â Repairs and calms sensitive skinFig Extract â Antioxidant-rich, hydrates and softensCeramides â Strengthen skin barrier and lock in moistureDandelion Extract â Anti-inflammatory, soothing, and hydratingCalendula Extract â Calms and protects with antioxidantsLotus Extract â Brightens, soothes, and defends against environmental stressVvbetter 5.5 Soothing Cleansing Foam is more than a cleanserâit's a skincare ritual. With its ideal pH, creamy texture, and potent natural actives, it delivers a refreshed, radiant complexion while supporting long-term skin health. Perfect for daily use, even on sensitive or acne-prone skin.",skin/cleansers-tonners/sensitive-skin,True,True,prompt_01
skin/global-anti-aging/seruns,unknown,Category: skin/global-anti-aging/seruns,4195,gpt-4o-mini-2024-07-18,2025-08-05T08:53:55.004163,success,"Chanel-NÂº1 DE CHANEL Revitalizing Serum in Mist-Discover NÂ°1 DE CHANEL Red Camellia Revitalizing Serum in Mist, a revolutionary beauty line featuring the red camellia.This powerful flower offers anti-aging benefits, leaving skin revitalized, radiant, and youthful.Reveal ageless radiance with Red Camellia Essence!Key benefits:Reduces wrinkles and refines poresEnhances skin elasticity and vitalityOffers immediate freshness and 8-hour radianceProtects against pollution and oxidationHydrates deeply and soothes the skinActive ingredients:Red Camellia ExtractRed Camellia OilCamellia WaterNÂ°1 DE CHANEL Red Camellia Revitalizing Serum in Mist is a groundbreaking addition to your beauty routine, formulated with 97% naturally derived ingredients and 40% camellia-derived components.This bi-phase mist, enriched with red camellia extract, combats the first signs of aging, ensuring a vibrant, youthful complexion.Whether used on bare skin or over makeup, it delivers instant hydration, pollution protection, and lasting radiance.Embrace the essence of timeless beauty with NÂ°1 DE CHANEL and transform your skincare ritual.",skin/seruns,False,True,prompt_01
skin/moisturisers/redness-rosacea,unknown,Category: skin/moisturisers/redness-rosacea,4134,gpt-4o-mini-2024-07-18,2025-08-05T08:53:56.004910,success,"Topicrem-Mela Unifying Ultra-Moisturising Milk-Mela Unifying Ultra-Moisturising Milk Anti-Dark Spots is a unifying, corrective, and moisturizing treatment specially formulated for sensitive skin.<i>Correctsskin hyperpigmentation!</i>Infused with the active ingredients complex MELA [<i>algae extract + niacinamide], this treatment evens out the skin, provides long-lasting correction for all types of spots, and prevents their formation.Enriched with glycerin, it delivers intense 24-hour hydration. With SPF15 (UVA/UVB), its fluid texture quickly absorbs, leaving a comfortable, non-greasy, non-sticky finish and a mild fragrance.The result is a naturally radiant and even skin. The skin feels supple and enjoys lasting moisture.This product contains 88% naturally derived ingredients and has been dermatologically tested.",body/moisturisers/dryness-dehydration,False,False,prompt_01
skin/cleansers-tonners/normal-skin,unknown,Category: skin/cleansers-tonners/normal-skin,4127,gpt-4o-mini-2024-07-18,2025-08-05T08:53:57.005735,success,"Korres-Olympus Tea Foaming Cleanser-Revitalize your skin with Korres Olympus Tea Deep Detox Foaming Cleanser â a detoxifying, makeup-removing gel for pure, breathable skin.Unleash Pure Radiance with Every Foam!Key Benefits:Deeply detoxes poresCleanses impuritiesRemoves full-face makeupTones skin for balanced clarityActive Ingredients:Olympus Tea â Rich in antioxidants to protect and purifyBioDToxâ¢ â A blend of broccoli and aloe leaf polyphenols that detoxifies and soothesKorres Olympus Tea Deep Detox Foaming Cleanser is formulated with deeply detoxifying antioxidants and effectively removes impurities and make-up in one step, revealing revitalized, breathable skin that glows with healthy clarityâmaking it an essential upgrade to any beauty routine.",skin/cleansers-tonners/normal-skin,True,True,prompt_01
body/firming-care,unknown,Category: body/firming-care,4136,gpt-4o-mini-2024-07-18,2025-08-05T08:53:58.006399,success,"Veoli Botanica-Aroma Body Therapy Firming Body Oil-Discover Veoli Botanica Aroma Body Therapy Firming Body Oil â your new daily essential for luxurious, rejuvenating massages and modeling rituals.Firm, Smooth, Rejuvenate!Key Benefits:Firms and smooths skin with 99% natural ingredientsEnriches skin with 8 botanical oilsStimulates and revitalizes for youthful radianceProtects against dehydration and rebuilds lipid barrierSoothing, long-lasting fragrance of Patchouli, Sandalwood, and OrangeActive Ingredients:Avocado oilSoybean oilBasil oilAlmond oilSafflower oilImmerse in a captivating aromatherapy experience at home with Veoli Botanica Aroma Body Therapy Firming Body Oil. This firming body oil fortifies and renews skin, leaving it supple and silky. Transform your routine with Veoli Botanica's nourishing elixir, perfect for all skin types.",body/firmin-care,False,True,prompt_01
makeup/complexion/accessories-brushes,unknown,Category: makeup/complexion/accessories-brushes,4015,gpt-4o-mini-2024-07-18,2025-08-05T08:53:59.007024,success,"Clarins-Powder Brush-Ideal for a professional make-up, Clarins powder brush is the right choice to apply loose and compact powders.   A professional touch in your routine!    With a wooden long-handled and the synthetic bristles, this brush gives an uniform application of powders without errors.",makeup/complexion/accessories-brushes,True,True,prompt_01
hair/hair-loss/shampoo,unknown,Category: hair/hair-loss/shampoo,4145,gpt-4o-mini-2024-07-18,2025-08-05T08:54:00.008589,success,"Ducray-Anaphase Anti-Hair Loss Shampoo-Experience the transformative power of ANAPHASE+ Shampoo, your go-to solution for reducing hair fall and enhancing scalp health, perfectly prepping for further treatments.Strengthen and Revitalize Your Hair with ANAPHASE+Key Benefits:<ol>Revitalizes Hair Fiber: Actively strengthens and rejuvenates hair strands.Prepares Scalp: Optimizes scalp condition for effective treatment application.Reduces Hair Fall: Significantly diminishes hair loss while adding volume and elasticity.</ol>ANAPHASE+ Shampoo is more than just a cleanser; it's a vital step in your hair care regimen. Its biodegradable formula not only combats hair fall but also boosts the hair's volume and strength. Ideal for those seeking to fortify their hair and optimize treatment results, ANAPHASE+ is a must-have for anyone pursuing a fuller, healthier head of hair.Embrace the change with ANAPHASE+ and witness your hair transform!",hair/hair-loss/shampoo,True,True,prompt_01
sun-tan/body/normal-skin,unknown,Category: sun-tan/body/normal-skin,4154,gpt-4o-mini-2024-07-18,2025-08-05T08:54:01.009254,success,"Garnier-Ambre Solaire Invisible Protect Dry Mist-Stay protected without the greasy feel! Garnier Ambre Solaire Invisible Protect Dry Mist SPF30 delivers high UVA &amp; UVB protection with a fast-absorbing, invisible finish.Invisible protection, ultimate comfort!Key Benefits:SPF30 broad-spectrum protection against UVA &amp; UVB rays;Ultra-lightweight mist for effortless application;Non-greasy, invisible finish â no white cast;Infused with aloe vera for soothing hydration;Fast-absorbing, non-sticky formula.Active Ingredients:Aloe Vera: hydrates and soothes the skin.Broad-spectrum UV filters: protect against sun damage.Garnier Ambre Solaire Invisible Protect Dry Mist SPF30 is the ideal sun care essential for those who want high protection without the heavy feel. Whether heading to the beach or out in the city, this easy-to-use spray keeps skin protected, hydrated, and comfortable â all day long.",sun-tan/body/normal-skin,True,True,prompt_01
skin/moisturisers/dry-skin,unknown,Category: skin/moisturisers/dry-skin,4059,gpt-4o-mini-2024-07-18,2025-08-05T08:54:02.009772,success,"Dr Grandel-Beautygen Renew L2 Velvet Touch -Beautygen renew l2 velvety touch cream is indicated for dry skin with signs of aging.   For a moisturized and rejuvenated skin!   The snow algaeextract activates skin beauty, protecting collagen fibers and improving skin elasticity. The anti-aging peptides help in skin repair mechanisms, slowing skin aging.  The shea butter, wild rose oil, safflower oil,among others, moisturize and nourish dry skin, leaving it soft and velvety.",skin/global-anti-aging/specific-moisturizers,False,True,prompt_01
skin/moisturisers/redness-rosacea,unknown,Category: skin/moisturisers/redness-rosacea,4166,gpt-4o-mini-2024-07-18,2025-08-05T08:54:03.017707,success,"Round Lab-Mugwort Calming Soothing Gel-Instantly calm and hydrate your skin with Round Lab Mugwort Calming Soothing Gelâa refreshing gel packed with powerful botanicals to soothe, reduce redness, and restore balance.Cool. Calm. Comforted!Key Benefits:Deeply hydrates and soothes irritated skinReduces redness, swelling, and inflammationStrengthens skin barrier and fights free radicalsLightweight, fast-absorbing gel textureIdeal for all skin types, including sensitive skinActive Ingredients:Mugwort Extract â Hydrating, antioxidant, strengtheningAsiaticoside â Anti-inflammatory, anti-swellingPanthenol and Allantoin â Soothing, healingWhite Tea and Centella Asiatica Extracts â Redness-reducing, regenerativeA skincare essential for stressed skin, Round Lab Mugwort Calming Soothing Gel delivers instant relief and hydration. Perfect for post-sun, irritation, or daily calming careâkeep it chilled for an extra soothing touch.",skin/dehydration/specific-moisturizers,False,True,prompt_01
skin/seruns,unknown,Category: skin/seruns,4091,gpt-4o-mini-2024-07-18,2025-08-05T08:54:04.019618,success,"Timeless-Vitamin B5 Serum-Heal and hydrate your troubled skin with The Calmer - Vitamin B5 Serum.Stimulates the skin's natural healing processThis light-weight, oil-free serum soothes, calms and repairs the skin by clearing blemishes, reducing redness, and fading scars over time. It also contains Hyaluronic Acid to moisturize and balance skin for a healthy glow.Vitamin B5 helps soothe and heal red and irritated skin with its anti-inflammatory properties. Hyaluronic Acid helps keep the skin hydrated and plump by supporting the moisture barrier.This serum is non-oily, lightweight and won't clog pores and is suitable for all skin types, especially oily, troubled, and sensitive.",skin/oiliness-acne-pores/seruns,False,True,prompt_01
mom-baby/first-years/hygiene-moisturization,unknown,Category: mom-baby/first-years/hygiene-moisturization,4143,gpt-4o-mini-2024-07-18,2025-08-05T08:54:05.020074,success,"Mustela-Soothing Chest Rub Moisturizes and Soothes -Mustela Soothing Balm is moisturizing and soothing chest care since birth.  Ensures a prolonged hydration of the skin and soothes giving comfort to the baby.  A texture adapted to baby massage and refreshing fragance of pine that comfortbaby.   A relaxing momentmassage for the baby!   High tolerance being hypoallergenic. 0% terpenes (eucalyptol, menthol and camphor), phthalates, parabens and phenoxyethanol.  Theformula contains 97% of ingredients of natural origin:  Avocado Pers&eacute;ose, natural patented active: strengthens the skin barrier, moisturizes and preserves the skin cell wealth;  Shea butter and Honey extract: soften and moisturize;  Linden extract and Chamomile: contribute to the relaxation;  Purifying and refreshing fragrance of pine: improve comfort.",mom-baby/first-years/hygiene-moisturization,True,True,prompt_01
skin/cleansers-tonners/combination-to-oily-skin,unknown,Category: skin/cleansers-tonners/combination-to-oily-skin,4055,gpt-4o-mini-2024-07-18,2025-08-05T08:54:06.020782,success,"Elizabeth Arden-Visible Difference Skin Balancing Exfoliating Cleanser-Visible difference skin balancing exfoliant cleanser leaves acleanskin, free of impurities, balanced and revitalized.Revitalized skin and free of impurities!Suitable for mixed and oily skins, this brings the feeling of spa to your home. Cleangently and at the same time removes dead cells without upsetting skin balance.Ideal for use with a tonic to see better results as well as a more radiant skin.",skin/cleansers-tonners/combination-to-oily-skin,True,True,prompt_01
skin/eye-care/dark-circles,unknown,Category: skin/eye-care/dark-circles,4410,gpt-4o-mini-2024-07-18,2025-08-05T08:54:07.021328,success,"The Creme Shop-How do Eye Look? Rested-How do Eye Look? Rested are patches that offer the look of a good night s sleep thanks to retinol, caffeine, and vitamin C.   Get the look of 8 hours of sleep packed into 15 minutes!   Restorative under-eye patches are your new best friend to help combat dark under-eye circles, for when life doesn t allow for beauty sleep.  Retinol stimulates new cell production while fading dark spots.  Vitamin C helps increase elasticity and brighten the skin.  Caffeine wakes up tired eyes and helps reduce the appearance of dark circles under the eyes.    <div> <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Cruelty-Free_480x480.png?v=1609397291"" style=""border:0px; box-sizing:inherit; height:39px; margin:0px; max-width:100%; width:21px"" /> Cruelty-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Paraben-Free_480x480.png?v=1609397352"" style=""border:0px; box-sizing:inherit; height:29px; margin:0px; max-width:100%; width:23px"" /> Paraben-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Sulfate-Free_480x480.png?v=1609397361"" style=""border:0px; box-sizing:inherit; height:29px; margin:0px; max-width:100%; width:27px"" /> Sulfate-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/K_Flag-01_480x480.png?v=1609434736"" style=""border:0px; box-sizing:inherit; height:33px; margin:0px; max-width:100%; width:33px"" /> Made in Korea </div>",skin/masks-exfoliators/tissue-masks,False,True,prompt_01
fragrance/deodorants,unknown,Category: fragrance/deodorants,4017,gpt-4o-mini-2024-07-18,2025-08-05T08:54:08.021790,success,"Paco Rabanne-Lady Million for Her Deodorant Natural Spray -Natural deodorant spray.  Floral fruity woody fragrance.   Invigorating deodorant!   Fragrance composed of bitter orange, raspberry andneroli and completed with orange blossom, jasmine,patchouli, honey,...  Glamour and femininity in an exceptional fragrance!",fragrance/deodorants,True,True,prompt_01
body/female-intimate-hygiene,unknown,Category: body/female-intimate-hygiene,4096,gpt-4o-mini-2024-07-18,2025-08-05T08:54:09.022643,success,"Cumlaude-Cumlaude Intimate Hygiene Clx -Cumlaude Intimate Hygiene Clx is an intimate cleansing gel with chlorhexidine and plant extracts.   Prevents infections and inflammations!   Its main ingredients are chlorhexidine 0.1%,organic complex, calendula extract, centaurea and horsetail being ideal as an adjunct in the treatment of infections and inflammations of the intimate area.  With a sanitizing, refreshing and protective action, it gently cleanses the intimate area, respecting the surface balance of the skin and mucous membranes.  Especially suitable in case of excessive development of local microbial flora, during pregnancy, after sexual intercourse and during the menstrual cycle.",body/female-intimate-hygiene,True,True,prompt_01
skin/dark-spots/specific-moisturizers,unknown,Category: skin/dark-spots/specific-moisturizers,4024,gpt-4o-mini-2024-07-18,2025-08-05T08:54:10.023185,success,Isdin-Fotoultra 100 Active Unify Fusion Fluid Color-Healthy and uniform skin.   Helps reduce and prevent pigmentation spots caused by the sun...   DP3-Unify Complex helps to regulate melanin productionbecome essential in fighting and reducing pigmentation spots caused by sun exposure.  Tinted formulation unifies theskin tone.,sun-tan/face/lightness-anti-spots,False,False,prompt_01
men/body/deodorants-antiperspirants,unknown,Category: men/body/deodorants-antiperspirants,4072,gpt-4o-mini-2024-07-18,2025-08-05T08:54:11.023796,success,"Guerlain-L'Homme IdÃ©al Deodorant Spray -The complement to an ideal man feel fresh all day: L homme id&eacute;al perfumed Deodorant spray.   Freshness and protection during the allday!   A deodorant in spray that gives instant freshness and protection throughout the day.  The fragrance features notes of almond, rosemary, orange blossom such as<a href=""/guerlain-homme-ideal-eau-parfum-fragrancia-masculina-p-010860gl""> l homme Id&eacute;al Eau de Parfum</a>.",men/perfumes/deodorants,False,True,prompt_01
health-care/oral-health/toothpaste,unknown,health-care/oral-health/toothpaste,3719,gpt-4o-mini-2024-07-18,2025-08-05T08:54:12.068400,success,"Naturbrush-Solid Toothpaste Mint Flavor-Solid Toothpaste provides deep cleansingand is adapted for daily oral hygiene.   A new way to brush your teeth!   A sustainable option and alternative to conventional toothpaste, with xylitol in its composition that hasa power to prevent tooth decayand remove dental plaque is remarkable.  Peppermint oil has antiseptic, antimicrobial and refreshing properties, acting as a 3 in 1.  It presents sodium fluoride (1450 ppm F-) that is present in dental enamel in which itsmain action is to stimulate the remineralization of decalcified enamel,interferingwith the growth and development of bacteria in the dental plate.",health-care/oral-health/toothpaste,True,True,prompt_02
skin/seruns/redness-rosacea,unknown,skin/seruns/redness-rosacea,3736,gpt-4o-mini-2024-07-18,2025-08-05T08:54:13.069256,success,"Remescar-Vitamin C and Hyaluronic Acid Serum-Achieve brighter, healthier skin with Vitamin C and Hyaluronic Acid Serum. This serum reduces dark spots and hyperpigmentation while protecting against UV rays and repairing sun-damaged skin.Your key to repairing, hydrating, and beautifying your skin!Key benefits:Repairs and brightens the skin;Provides intense hydration and improves skin beauty;Reduces dark spots, hyperpigmentation, and redness;Protects against UV rays and repairs sun-damaged skin;Stimulates collagen production for firmer, smoother skin.With its powerful blend of ingredients, Vitamin C and Hyaluronic Acid Serum repairs, hydrates, and beautifies your skin while reducing dark spots, hyperpigmentation, and redness.",skin/dark-spots/seruns,False,True,prompt_02
men/body/deodorants,unknown,men/body/deodorants,3720,gpt-4o-mini-2024-07-18,2025-08-05T08:54:14.069534,success,"Givenchy-Gentleman Society Deodorant Spray-Elevate your grooming routine with Givenchy Gentleman Society Deodorant Spray â woody floral freshness and long-lasting deodorizing action for the modern man.Step into the Gentleman Society â where sophistication meets freshness!Key Benefits:Long-lasting deodorizing action for all-day confidence;Infused with the woody floral notes of Gentleman Society;Refreshing formula in eco-conscious packaging made from 100% recycled aluminum.Unite your scent and style with Givenchy Gentleman Society Deodorant Spray. Perfect for enhancing your Gentleman Society fragrance, itâs more than a product â itâs a statement of refined masculinity.",men/perfumes/deodorants,False,True,prompt_02
skin/moisturisers/redness-rosacea,unknown,skin/moisturisers/redness-rosacea,3758,gpt-4o-mini-2024-07-18,2025-08-05T08:54:15.069846,success,"Dermoteca-Dc Moisturizer for Reactive Skin and Rosacea -Moisturization, protection and control of the skim redness!  The Dc moisturizer for reactive skin and rosacea integratesall the qualities these skin types seek in a facial care, thus providing greater comfort, freshness and softness to your skin.   Conforted, for aredness reduction!   Its formula protects the skin from the harmful effects of free radicals thanks to resveratrol and polyphenols from barley malt.  This cream also contains allantoin and shea butter, which strengthen the skin barrier; as well as a SPF 12to protect the skin from the harmful effects of UV radiation.  In addition, the<i>Centella asiatica and the aescinpromote the reinforcement of the blood vessels; and thegreenish tintallows to attenuate the redness.",skin/moisturisers/redness-rosacea,True,True,prompt_02
skin/cleansers-tonners,unknown,skin/cleansers-tonners,3645,gpt-4o-mini-2024-07-18,2025-08-05T08:54:16.070535,success,"Sensai Kanebo-Silky Purifying Cleansing Milk -Silky Purifying Cleansing milk for a gentle removal of make-up.  A care of softness and freshness for all skin types, which quickly eliminates make-up and impurities!   Careful cleansing of your skin.... always!   All skin types.",skin/cleansers-tonners/normal-skin,False,True,prompt_02
hair/anti-dandruff/shampoo,unknown,hair/anti-dandruff/shampoo,3792,gpt-4o-mini-2024-07-18,2025-08-05T08:54:17.071463,success,"Ducray-Kelual-Squanorm Shampoo Dry Dandruff-Say goodbye to dry dandruff with Ducray Kelual-Squanorm Shampoo Dry Dandruff. Experience visible flake reduction and soothing relief from the first use, thanks to advanced PROBIOTIC-SCIENCE technology.<i>Pure comfort, no more flakes!</i>Key Benefits:Eliminates visible dry dandruff from the first washSoothes itching and hydrates the scalp instantlyRebalances the scalp's microbiome with PROBIOTIC-SCIENCELong-lasting protection against dandruff recurrenceActive Ingredients:Piroctone Olamine: Antifungal to control dandruffGlycerin: Deeply hydrates and nourishes the scalpDucray Kelual-Squanorm Shampoo Dry Dandruff offers a groundbreaking, clinically proven solution for dry dandruff, leaving your scalp hydrated, itch-free, and balanced. With lasting protection and a commitment to sustainability, itâs the perfect blend of efficacy and eco-responsibility.",hair/anti-dandruff/shampoo,True,True,prompt_02
health-care/oral-health/toothbrushes-accessories,unknown,health-care/oral-health/toothbrushes-accessories,3753,gpt-4o-mini-2024-07-18,2025-08-05T08:54:18.072081,success,"Elgydium-Pocket Soft Toothbrush-Upgrade your on-the-go dental care with Elgydium Pocket Soft Toothbrush â a foldable, hygienic, and precision tool for a healthy smile, anytime, anywhere.Compact. Clean. Confident!Key BenefitsPortable: Foldable design fits perfectly in your pocket or bag.Precise Cleaning: Short bristles protect enamel; longer bristles clean between teeth and massage gums.Hygienic: Folded design ensures the toothbrush head stays protected and clean.The Elgydium Pocket Soft Toothbrush is the perfect companion for busy lifestyles. Whether at the gym, office, or traveling, it ensures optimal oral hygiene with precision bristles and a sleek, portable design. Elevate your dental care routine wherever you goâcompact convenience never looked so good!",health-care/oral-health/toothbrushes-accessories,True,True,prompt_02
skin/masks-exfoliators/anti-ageing,unknown,skin/masks-exfoliators/anti-ageing,3712,gpt-4o-mini-2024-07-18,2025-08-05T08:54:19.072813,success,"Talika-Bio Enzymes Anti-Ageing Sheet Mask-Revive your skin in just 15 minutes!  The Bio enzymes anti-ageing sheet mask is suitable for the skin that is dehydrated, rough, wrinkled and dull.   Skin becomes plumped,illuminated and incredibly moisturised!   This product combines the watermelon extract, rich in antioxidants; tohyaluronic acid and hydrolyzed collagen, with moisturizing and filling action.  Like a second skin, the biocellulose mask perfectly adheres to your face, retaining a high amount of active ingredients and optimizing the skin penetration.",skin/masks-exfoliators/tissue-masks,False,True,prompt_02
skin/cleansers-tonners/combination-to-oily-skin,unknown,skin/cleansers-tonners/combination-to-oily-skin,3687,gpt-4o-mini-2024-07-18,2025-08-05T08:54:20.073006,success,"Clinique-Rinse Off Foaming Cleanser -Rinse off foaming cleanser has the formula indicated for skin type 2 - dry the combination skin.   The combination todry skin will thank this product!    	 	It is a mousse cleanser that removes makeup and waste sunscreen, leaving the skin clean, fresh and hydrated. 	 	 	Its creamy formula turns into a rich foam when in contact with water. 	 	 	Taking into account their long lasting formula is recommended for everyday use.",makeup/complexion/makeup-removers,False,False,prompt_02
skin/global-anti-aging/seruns,unknown,skin/global-anti-aging/seruns,3718,gpt-4o-mini-2024-07-18,2025-08-05T08:54:21.073347,success,"Lancome-RÃ©nergie Multi-Lift-The Renergie Multi-lift SPF15 is a care inspired by the discoveries of space biology, and itacts on the signs of skin aging, with targeted action on wrinkles, promoting the firmness and density of the skin.   The skin becomes firmer, plumped, redensified, as lifted.   The Up- Coehsion, coupled with the expertise of the Lanc&ocirc;me brand is the main responsible factors for this action.  In just one week firmer,denser skin,, attenuated wrinkles .  After 4 weeks skin visibly filled, in a texture suitable for all skin types.",skin/deep-wrinkles/specific-moisturizers,False,True,prompt_02
sun-tan/face/oily-combination-skin,unknown,sun-tan/face/oily-combination-skin,3932,gpt-4o-mini-2024-07-18,2025-08-05T08:54:22.073744,success,"Sesderma-Repaskin Urban 365 Oily Skin Sunscreen-Unveil the secret to flawless, protected skin with Repaskin Urban 365 Sunscreen for Oily Skin â your shield against the sun, pollution, and imperfections.Embrace Radiance, Embrace Protection!Key Benefits:<ol>High SPF50 Protection: Shields against harmful UVB/UVA/IR rays.Non-Comedogenic: Ideal for oily and acne-prone skin without clogging pores.Blue Light Protection: Defends against digital screen exposure.Anti-Pollution: Guards against environmental stressors.Water-Resistant: Long-lasting protection.Eye-Friendly Formula: Gentle and non-irritating.Marine Ecosystem Tested: Eco-conscious and safe for marine life.Quick Absorption with Matte Finish: Ultralight texture for a non-greasy, shine-free look.</ol>Active Ingredients: A fusion of physical and chemical filters, restorative enzymes, antioxidants like Polypodium leucotomos</i> and Thermus thermofillus</i>, plus niacinamide and salicylic acid.Repaskin Urban 365 Sunscreen is more than just a sunscreen; it's a daily defense system for your skin. Perfect for all skin types and especially for those with oily, acne-prone skin, this sunscreen offers an ultralight, matte finish without leaving any white residue. Powered by SHIELD-SYSTEM technology, it not only protects but also repairs skin from sun damage, preventing wrinkles and fine lines. Eco-friendly packaging and marine-safe formulas make Repaskin a conscientious choice for the environment-savvy. Step out confidently every day of the year with Repaskin â your ultimate companion for skin protection and perfection!",sun-tan/face/combination-to-oily-skin,False,True,prompt_02
health-care/skin/acne,unknown,health-care/skin/acne,3689,gpt-4o-mini-2024-07-18,2025-08-05T08:54:23.074045,success,"Eucerin-Dermopure Oil Control Adjunctive Soothing Cream -Dermopure oil control adjunctive soothing cream is a complementary restorative care to acne treatments.   Strengthens the skin!   Formulated with symsitive&reg;, licochalcone A, ceramides and panthenol with a soothing, restorative, fortifying and moisturizingskin action.  Attenuates the side effects caused by acne treatments, favoring adherence to therapy, stimulating skin regeneration.  Ideal for acne-prone skin.",skin/moisturisers/oiliness-acne-pores,False,False,prompt_02
