predicted_category,confidence,raw_response,tokens_used,model_used,timestamp,status,concatenated_product,true_category,exact_match,partial_match,prompt_name
skin/global-anti-aging/seruns,unknown,skin/global-anti-aging/seruns,5227,gpt-4o-mini-2024-07-18,2025-08-05T09:13:19.102675,success,"Lierac-Radiance Protocol the Concentrated Serum 30mL + Sachets 14x0.2g-Reveal brighter, smoother, and revitalized skin with Lierac Radiance Protocol the Concentrated Serum â a 20% pure Vitamin C treatment that boosts radiance and visibly reduces signs of fatigue and aging.Visible improvements in tone, texture, and luminosity within just one month!Key Benefits:Instantly boosts radiance and luminosity;Visibly reduces wrinkles and fine lines;Evens out skin tone and improves texture;Protects against oxidative stress;Stimulates collagen production for firmer skin;91% natural-origin ingredients;Dermatologically tested and vegan;Ideal for all skin types, especially dull, tired, or lackluster skin.Active Ingredients:Pure Vitamin C: 100% natural origin, this potent antioxidant brightens, reduces signs of aging, and boosts collagen synthesis.Niacinamide: regulates pigmentation, improves skin tone, and strengthens the skin barrier.Vitamin E: neutralizes free radicals and maintains a radiant, even complexion.Lierac Radiance Protocol the Concentrated Serum is your long-term radiance solution. Featuring a potent 20% concentration of pure vitamin C, this advanced formula revitalizes dull skin, smooths fine lines, and enhances your natural glow.",skin/dark-spots/seruns,False,True,prompt_HCP_02
health-care/oral-health/specific-care,unknown,health-care/oral-health/specific-care,5039,gpt-4o-mini-2024-07-18,2025-08-05T09:13:24.657341,success,"GUM-Aftaclear Gel for Canker Sores -Aftaclear gel for thrush - rapid pain relief from the first application!   Quick and long lasting relief!   Prevents recurrence and/or progression of canker sores and other lesions without causing pain, insensitivity, or dry mouth.  No alcohol on composition.  Suitable for adults and children from 2 years.",health-care/oral-health/specific-care,True,True,prompt_HCP_02
fragrance,unknown,fragrance,5178,gpt-4o-mini-2024-07-18,2025-08-05T09:13:27.316107,success,"Dior-Miss Dior Parfum-Dior Miss Dior Parfum is a bold and radiant reinvention of the original icon â an intense floral chypre fragrance crafted for the modern woman.Where heritage meets daring youth!What is the story of the Miss Dior perfume?Dior reimagines its legendary Miss Dior fragrance with Miss Dior Parfum, a powerful expression of femininity by Francis Kurkdjian. Inspired by the original 1947 scent. The iconic bottle features the timeless Miss Dior houndstooth in luminous pink and a silver âpoignardâ bow woven from Lurex, elevating elegance to couture level.Fragrance Features:Intense floral chypre with ambery woods;Composed by Francis Kurkdjian;Signature Miss Dior bow and houndstooth design;A bold reinterpretation of a classic.Fragrance Composition:This fragrance opens with the captivating allure of Rare Jasmine, creating a luminous and delicate introduction. At the heart, juicy Mandarin adds a burst of freshness and brightness. The scent settles into warm Ambery Woods, leaving a sensual and lasting impression.",fragrance/women,False,True,prompt_HCP_02
sun-tan/after-sun,unknown,sun-tan/after-sun,5186,gpt-4o-mini-2024-07-18,2025-08-05T09:13:29.173154,success,"La Roche Posay-Anthelios Post-UV After-Sun-Discover the ultimate relief for sun-exposed, sensitive skin with La Roche-Posay Anthelios Post-UV Lotion After-Sun. Dermatologist-recommended for its soothing and reparative properties.Quench Your Skinâs Thirst After Sun Exposure!Key Benefits:Soothes: Formulated with panthenol, glycerin, and La Roche-Posay thermal spring water to alleviate heat sensations and discomfort.Repairs: Helps restore skinâs moisture and repair dryness.Strengthens: Reinforces the skin barrier with 99% natural-origin ingredients.Active Ingredients:La Roche-Posay thermal spring water: Soothes and calms the skin.Glycerin: Provides deep nourishment.Panthenol: Aids in skin repair.La Roche-Posay Anthelios Post-UV Lotion After-Sun is an essential addition to your beauty routine, offering unparalleled relief and care for sun-exposed skin. Experience immediate soothing, deep hydration, and enhanced skin barrier strength, ensuring your skin feels revitalized and comfortable after every sun-filled day.",sun-tan/after-sun,True,True,prompt_HCP_02
skin/cleansers-tonners/oiliness-acne-pores,unknown,skin/cleansers-tonners/oiliness-acne-pores,5202,gpt-4o-mini-2024-07-18,2025-08-05T09:13:31.157316,success,"SKIN1004-Madagascar Centella Light Cleansing Oil-Introducing the Madagascar Centella Light Cleansing Oil - a luxurious, oil-based cleanser that effortlessly removes makeup, dirt, oils, and sunscreen, all without irritating the delicate eye area. Infused with Centella Asiatica</i> extract and four botanical oils - sunflower, bergamot, olive, and jojoba - this cleanser reduces sebum production and blackheads, leaving your skin feeling silky soft, and deeply moisturized.This exceptional product is the perfect first step in a double-cleansing routine. As it emulsifies into a milky texture when mixed with water, it makes for an easy and efficient process that removes even the heaviest of makeup in one sweep. With the ""like-dissolves-like"" concept, it deeply cleanses oily and acne-prone skin, dissolving impurities while keeping the skin hydrated and nourished.Treat yourself to a radiant and healthy complexion today!Enriched with an impressive 10,000ppm of pure Madagascar Centella extract, this product is the ultimate solution for soothing irritated skin and strengthening the skin barrier, empowering your skin's natural power to revitalize.",skin/cleansers-tonners/normal-skin,False,True,prompt_HCP_02
skin/cleansers-tonners/oiliness-acne-pores,unknown,skin/cleansers-tonners/oiliness-acne-pores,5050,gpt-4o-mini-2024-07-18,2025-08-05T09:13:33.322300,success,"Holika Holika-Pig Nose Clear Blackhead Deep Cleansing Oil Balm-Remove excess oil, impurities and dead cells with Pig Nose Clear Blackhead Deep Cleansing Oil Balm.   Hypoallergenic deep cleansing oil that helps gently remove blackheads.   Its formula contains pink clay to remove unwanted shine and aloe vera to soothe and moisturize.  Balm format that melts with body temperature while being spread and massaged.",skin/targeted-correction/oiliness-acne-pores,False,True,prompt_HCP_02
hair/anti-dandruff/shampoo,unknown,hair/anti-dandruff/shampoo,5045,gpt-4o-mini-2024-07-18,2025-08-05T09:13:35.242995,success,"Cystiphane-Anti-Dandruff Intensive Ds Shampoo -Anti-Dandruff Intensive DS Shampoo effectively combats severe dandruff combined with an itchy scalp. With exclusive antifungal complex,eliminates dandruff, prevents dandruff reappearing and improves the health of the scalp&rsquo;s natural fungal balance.   Soothes irritation and itching.   Helps prevent Malassezia yeast proliferation, the main cause of dandruff.",hair/anti-dandruff/shampoo,True,True,prompt_HCP_02
health-care/veterinary-products,unknown,health-care/veterinary-products,5050,gpt-4o-mini-2024-07-18,2025-08-05T09:13:37.023397,success,"Men for San-Urination Attractant for Cats and Dogs -Urination attractant for cats and dogs, a product to educate cats and dogs to urinate on the correct place.   Educate animals to urinate on specific places!   Very useful in the first months of life and during the first vaccination process.  Benefits:   	Very inviting aroma 	Urinate in the right place 	Non-toxic 	No spots 	Colorless",health-care/veterinary-products,True,True,prompt_HCP_02
mom-baby/first-years/hygiene-moisturization,unknown,mom-baby/first-years/hygiene-moisturization,5092,gpt-4o-mini-2024-07-18,2025-08-05T09:13:39.096215,success,"Klorane-Petit JÃºnior Shower Gel Hair & Body Pear -  For a fun bath with asweetand appetizing perfume, Klorane offers thePetit Junior.  The pear aroma, will invade the senses of your children and you won t even need the call them to bath time!   So sweet! So fresh! Hmmm ... Delicious!   The sweetness of the pear scent combined with the cotton seeds smilkto 2%, nourishes, moisturizes and protects the skin.  Vitamin B5 protects the skin and strengthens the hair, making it easier to untangle due to lipoproteins.",mom-baby/first-years/hygiene-moisturization,True,True,prompt_HCP_02
skin/masks-exfoliators/anti-ageing,unknown,skin/masks-exfoliators/anti-ageing,5075,gpt-4o-mini-2024-07-18,2025-08-05T09:13:40.891232,success,"Mizon-Joyful Time Essence Mask Snail-Joyful Time Essence Mask Snail is a mask infused with snail extract, known for its regenerative and healing properties.Balances sensitive skin, promotes cellular renewal, and improves texture while minimizing blemishes and scars!Centella asiatica and allantoin extracts soothe, soften, and protect the skin. Collagen provides anti-aging benefits, while hyaluronic acid, betaine, and propanediol moisturize and condition the skin.Experience stronger, protected, and firmer skin in just 10 minutes!",skin/masks-exfoliators/tissue-masks,False,True,prompt_HCP_02
skin/cleansers-tonners/sensitive-skin,unknown,skin/cleansers-tonners/sensitive-skin,5122,gpt-4o-mini-2024-07-18,2025-08-05T09:13:42.939944,success,"Roc-Multi-Action Milk Make-Up Remover-Gently cleanse, tone, and hydrate in one step with Roc Multi-Action Milk Make-Up Removerâperfect even for sensitive skin.Remove. Refresh. Rehydrate.Key Benefits:Removes even waterproof makeupTones and refreshes skin instantlyProvides 24-hour hydrationLightweight, non-greasy textureSuitable for all skin types, including sensitiveRoc Multi-Action Milk Make-Up Remover offers a complete skincare ritual in one simple step. Its gentle, milky formula effortlessly removes makeup while toning and deeply hydrating the skin. Designed for all skin types, it leaves skin clean, soft, and balancedâno rinsing, no irritation, just radiant results. A must-have for effortless, effective daily cleansing.",skin/cleansers-tonners/dry-skin,False,True,prompt_HCP_02
fragrance,unknown,fragrance,5277,gpt-4o-mini-2024-07-18,2025-08-05T09:13:44.516502,success,"Bois 1920-Fiori e Spezie Home Fragrance-Discover Bois 1920 Fiori e Spezie Home Fragrance Diffuser with Sticks â a luxurious home fragrance blending jasmine and nutmeg to transform your space into an elegant floral retreat.Where flowers bloom and spices whisper!What is the story of Bois 1920 Fiori e Spezie Home Fragrance Diffuser with Sticks?Bois 1920 presents Fiori e Spezie, a home fragrance born from the passion for artisanal scents. Inspired by Italian gardens at dusk, this perfume marries the floral grace of jasmine with the warm intrigue of nutmeg, crafting an atmosphere both seductive and sophisticated.Fragrance Features:Elegant blend of jasmine and nutmegFloral-spicy scent profileLong-lasting home fragranceRefined, luxurious ambianceIdeal for living rooms and bedroomsFragrance Composition:The fragrance opens with a vibrant blend of top notes, where the fresh zest of lime meets the warm, aromatic spice of cardamom and nutmeg. This lively introduction immediately awakens the senses and sets the tone for the scentâs inviting complexity. As the fragrance unfolds, the heart reveals a rich floral-spicy accord. The elegance of jasmine blooms at the center, softened and deepened by the comforting warmth of cinnamon and the bold character of cloves. This middle layer adds both depth and sensuality, creating a truly captivating experience. Finally, the base notes linger with a soft, enveloping warmth. Creamy vanilla blends seamlessly with a foundation of spicy woods and musk, leaving a lasting impression of sophistication, warmth, and quiet allure.",fragrance,True,True,prompt_HCP_02
sun-tan/body/normal-skin,unknown,sun-tan/body/normal-skin,5038,gpt-4o-mini-2024-07-18,2025-08-05T09:13:46.948746,success,"Nuxe-Sun Light Fluid Sunscreen-Nuxe Sun light fluid, provides a sense of freshness and lasting comfort!   Protect your body, protect your tan!   This light sunscreen consists of water and sun flowers andoffers protection against cellular aging!  Ideal for normal to combination skin.  Prevents the appearance of spots on the body and doesn t stain!  Non comedogenic.",sun-tan/face/normal-skin,False,True,prompt_HCP_02
men/perfumes,unknown,men/perfumes,5034,gpt-4o-mini-2024-07-18,2025-08-05T09:13:48.571323,success,"Chanel-Bleu de Chanel Parfum -Powerful | Refined | DeterminedBleu de Chanel Parfum is the purest and addictive essence in an expression of total freedom!The most intense fragrance of BLEU DE CHANEL!Captivating and mysterious chords reserved for determined, secure and adventurous men.An undeniably masculine signature that reaches the fullness of Chanel's response to man's demands.",men/perfumes/fragrances,False,True,prompt_HCP_02
supplements-vitamins/energy-tiredness,unknown,supplements-vitamins/energy-tiredness,5214,gpt-4o-mini-2024-07-18,2025-08-05T09:13:50.524438,success,"Vitafor-V-Fort Ultra Pre-Training Food Supplement-Boost performance and energy with Vitafor V-Fort<sup>Â®</sup> Ultra Pre-Training Powder Food Supplement â the innovative pre-workout supplement packed with amino acids, vitamins, and minerals for maximum results.Unleash your ultimate power!Key Benefits:Supports endurance, reduces muscle fatigueEnhances focus and alertnessPromotes blood flow and performanceContributes to energy, immunity, antioxidant protectionNo artificial colorants, sugar, or glutenActive Ingredients:Beta-Alanine: Delays muscle fatigue by increasing carnosine levels.L-Arginine: Enhances nitric oxide production for better circulation.Caffeine: Stimulates focus and energy.Vitamin B6 and B12: Boosts energy metabolism and red blood cell formation.Vitamin C and E: Protects cells from oxidative stress.Magnesium: Supports muscle and nerve function.Zinc: Aids immunity, skin health, and protein synthesis.Vitafor V-Fort<sup>Â®</sup> Ultra Pre-Training Powder Food Supplement is your secret weapon for more intense, effective training. Whether you're chasing personal bests or consistency, this supplement helps you perform at your peakâevery time.",health-care/nutrition,False,False,prompt_HCP_02
skin/moisturisers/sensitive-intolerant-skin,unknown,skin/moisturisers/sensitive-intolerant-skin,5165,gpt-4o-mini-2024-07-18,2025-08-05T09:13:52.407877,success,"Dr Althea-Herb Therapy Velvet Mask-Indulge in the luxurious Herb Therapy Velvet Mask, a rejuvenating face mask meticulously crafted with a fusion of natural herbal ingredients. Specially designed to cater to the needs of sensitive skin, this mask offers optimal hydration and soothing properties, leaving your skin feeling revitalized and nurtured.Elevate your skincare routine!Enhanced with a dense nano-microfiber mask sheet, it ensures the thorough absorption of its rich essence into your skin. The infusion of purified Green Tea ingredients works harmoniously to calm and pacify even the most sensitive of skin types, offering a gentle and tranquil experience.Prepare to immerse yourself in a deeply hydrating experience as the cream essence of this sheet mask penetrates your skin, imparting intensive moisture and nourishment. Infused with the goodness of natural herbal ingredients, such as Chamomile extract, this mask bestows a healthy radiance upon your complexion while simultaneously promoting the skin's innate moisturizing functions, aiding in the healing and restoration process.",skin/masks-exfoliators/tissue-masks,False,True,prompt_HCP_02
skin/global-anti-aging/seruns,unknown,skin/global-anti-aging/seruns,5080,gpt-4o-mini-2024-07-18,2025-08-05T09:13:54.290787,success,"Uresim-Repair Concentrate Serum-Repairing Concentrated Serum is a serum that is suitable for all skin types.Highly repairing!Concentrated serum with Bakuchiol (1%), also known as plant-based retinol, is suitable for sensitive skin and it also reduces the appearance of wrinkles and spots.With Argireline (3%), is a peptide that provides a similar effect to Botox by blocking microcontractions of the skin.Highly repairing thanks to Centella Asiatica (2%) and Niacinamide (2%), which stimulate cellular regeneration and protect against oxidation and loss of firmness.",skin/global-anti-aging/seruns,True,True,prompt_HCP_02
skin/moisturisers/sensitive-intolerant-skin,unknown,skin/moisturisers/sensitive-intolerant-skin,5206,gpt-4o-mini-2024-07-18,2025-08-05T09:13:56.398798,success,"Collistar-Idro Attiva+ Fresh Moisturizing Water Cream-Experience intense, long-lasting hydration with Collistar Idro Attiva+ Fresh Moisturizing Water Cream. Perfect for normal to combination and sensitive skin, offering antioxidant and anti-pollution protection.Quenches your skin's thirst, fortifies its barrier, and offers powerful antioxidant and detoxifying benefits!Key Benefits:Intense, long-lasting hydration;Strengthens and protects the skin barrier;Detox and anti-pollution effect;Immediate comfort and nourishment.Active Ingredients:IDRO ATTIVA+ Complex (hydration, skin barrier strengthening)Hyperfermented Italian Peonia Extract (anti-pollution, antioxidant, detoxifying)This light, refreshing cream quenches your skin's thirst, fortifies its barrier, and offers powerful antioxidant and detoxifying benefits. With its unique formula featuring the latest generation moisturizing complex and sustainably sourced Italian peonia extract, this cream ensures your skin stays hydrated, protected, and radiant.Collistar Idro Attiva+ Fresh Moisturizing Water Cream is essential for normal to combination and sensitive skin types in need of deep hydration without heaviness. Elevate your skincare routine with this innovative, multi-benefit treatment.",skin/dehydration/specific-moisturizers,False,True,prompt_HCP_02
body/moisturisers,unknown,body/moisturisers,5075,gpt-4o-mini-2024-07-18,2025-08-05T09:13:59.628957,success,"Neutrogena-Cream for Calluses -Cream for dry feet, with a tendency for formation of corns and calluses!   Deletethe calluses from your life!    This cream has shown in clinical studies that 80% reduces calluses and moisturize intensely, leaving feet soft and hydrated. The cream is quickly absorbed, without tarnish or leave feeling fat in the skin!  Made from a set of moisturizing ingredients, including Glycerin, known for their beneficial properties for the skin, this cream moisturizes in depth and repair cracks, leaving the skin comfortable.",body/feet,False,True,prompt_HCP_02
skin/sensitive-intolerant-skin/moisturisers,unknown,skin/sensitive-intolerant-skin/moisturisers,5368,gpt-4o-mini-2024-07-18,2025-08-05T09:14:01.770249,success,"Segle-Skin Factor Cream-Skin Factor Cream is developed for individuals with sensitive, irritated, or treated skin.Calms, nourishes, and softens skin immediately!This cream possesses exceptional regenerative capabilities, making it an excellent choice after procedures like peels, hair removal, or even to soothe sunburn.Key ingredients and their benefits:Epidermal growth factors: These powerful regenerative agents enhance the skin's appearance, texture, firmness, and elasticity while reducing the depth of expression lines.Hyaluronic acid: Thanks to its water-retaining properties, high molecular weight hyaluronic acid delivers hydration and protection to the skin's outer layers, leaving it soft and supple. Medium and low weight hyaluronic acid penetrate deeper, reducing wrinkles through their plumping effect.Marine collagen: This hydrolyzed collagen, compatible with the skin, effectively hydrates, softens, and improves skin elasticity and firmness, resulting in a more youthful appearance.Argan, sweet almond, and carrot oils: These oils boost regenerative activity, provide hydration, nourish, and soften the skin.Shea butter: Rich in omega 3 and 6 fatty acids, shea butter offers excellent moisturizing and soothing properties. It also contains tocopherols and catechins, known for their potent antioxidant capabilities. Shea butter is highly nourishing and contributes to improved skin elasticity.Vitamin E: With remarkable antioxidant and anti-pollution properties, vitamin E shields the skin from damage caused by free radicals arising from sun exposure, pollution, stress, and more, thereby combating premature aging. Additionally, it assists in repairing damaged tissue, making it an excellent choice for post-sun exposure.Organic Silicon: With remineralizing and re-epithelizing qualities, organic silicon strengthens connective tissues, preserving the skin's youthful characteristics and promoting collagen and elastin synthesis.It swiftly calms, nourishes, and softens the skin, instantly enhancing its texture and leaving it noticeably firmer.Enriched with natural oils, it provides a lasting sense of well-being throughout the day.",skin/moisturisers/sensitive-intolerant-skin,False,True,prompt_HCP_02
skin/global-anti-aging/seruns,unknown,skin/global-anti-aging/seruns,5141,gpt-4o-mini-2024-07-18,2025-08-05T09:14:03.464749,success,"Thank you Farmer-Miracle Age Repair Toner-The luxurious and creamy Miracle Age Repair Toner works wonders on wrinkles, providing deep nourishment to the skin.Plump and youthful appearance!Key ingredients include:<i>Argania spinosa</i> kernel oil: Renowned for its anti-aging properties and ability to firm the skin.Squalane: A deeply nourishing and moisturizing ingredient.<i>Dioscorea japonica</i> root extract: Delivers excellent moisturizing benefits to the skin.Adenosine: Effectively minimizes the appearance of fine lines and wrinkles.Sodium hyaluronate &amp; Ceramide NP: Collaborate to strengthen the skin's protective barrier.Niacinamide: Helps to diminish pigment spots and promote even skin tone.Combined, these powerful ingredients work from within to enhance the skin's radiance and combat signs of aging, leaving you with a revitalized and youthful complexion.",skin/cleansers-tonners/normal-skin,False,True,prompt_HCP_02
hair/seruns-leave-in,unknown,hair/seruns-leave-in,5065,gpt-4o-mini-2024-07-18,2025-08-05T09:14:05.279943,success,"Moroccanoil-Original Treatment Light -Moroccanoil Original TreatmentLight leaves your hair soft, bright and full of life!  An oil thought especially for the needs of blond, white and platinum hairbut also for thethinnest ones!   Incredibly healthy, untangled and loose hair!   This oil can be used to condition, comb and define the styling of your hair.  With Argan Oil, antioxidants and vitamins rich, andFlaxExtract,this nourishing oil will be your most preciousally!",hair/anti-ageing/seruns-leave-in,False,True,prompt_HCP_02
skin/masks-exfoliators/anti-spots-masks,unknown,skin/masks-exfoliators/anti-spots-masks,5216,gpt-4o-mini-2024-07-18,2025-08-05T09:14:07.098785,success,"Galenic-PuretÃ© Sublime Renewing Peeling All Skin Types -All skin types can benefit from a product with peeling effect andin the case of oily to combinationskin, this benefit is even more visible!  The Puret&eacute; sublime renewing peelingallows not only combat the appearance of enlarged pores and skin thickness, while it also provides a smoothing action on wrinkles, increases radiance and targetshyperpigmentation (dark spots).  A genuine beauty treatment that softens the surface of the skin to help preserve its youth, acting smoothly without compromising comfort.   Renewed and smoothed skin!   This product has a trio of exfoliating acids (lactic acid, salicylic acid and glycolic acid), which allownot only to remove the dead cells  surface layer; but also toexfoliate inside the pores and allow theirclearance.  Additionally, and to counterbalance the irritating potential of the products  ingredients; this product also features bisabolol, glycerin and shea butter, which will soothe and moisturize your skin.  As the rest of this care range, this renewing peelingcontains Pyrenees graniti waterwhich has astringent properties thanks to it s contentin minerals and trace elements.",skin/masks-exfoliators/exfoliating,False,True,prompt_HCP_02
skin/moisturisers,unknown,skin/moisturisers,5209,gpt-4o-mini-2024-07-18,2025-08-05T09:14:08.901678,success,"Elemis-Superfood Day Cream -Experience the power of Superfoods with Elemis Superfood Day Cream, enriched with Matcha Tea, Goji Berry, and Ginger for replenished, moisturized, and protected skin. Achieve an outdoor-fresh glow with this lightweight, vitamin-rich moisturizer.Replenish, moisturize, and protect - your daily dose of skin-nourishing goodness!Key Features:Provides vital hydration for an outdoor-fresh glow;Lightweight formula deeply moisturizes and balances skin;Rich in omega-rich extracts for nourished, radiant skin.Key Ingredients:Matcha Tea: Contains powerful antioxidants to combat free radicals and inflammation, promoting calm and radiant skin.Goji Berry Extract: Rich in vitamins, essential fatty acids, and antioxidants, it protects the skin's lipid barrier for nourished and healthy-looking skin.Ginger: Known for its warming and anti-spasmodic properties, ginger oil helps invigorate the skin and promote a healthy complexion.Transform your skincare routine with Elemis Superfood Day Cream. Packed with nutrient-rich Superfoods and antioxidant Matcha Tea, this moisturizer replenishes, moisturizes, and protects your skin, leaving it fresh, radiant, and healthy. Say hello to a dewy, outdoor-fresh glow every day!",skin/dehydration/specific-moisturizers,False,True,prompt_HCP_02
makeup/complexion/foundation,unknown,makeup/complexion/foundation,5128,gpt-4o-mini-2024-07-18,2025-08-05T09:14:10.712353,success,"Dior-Forever Skin Glow -Forever Skin Glowis a Dior foundation that gives the complexion high perfection, leaves the skin more beautiful and has a luminous finish.   Instantly luminous and more beautiful skin!   Its formula composed of 86% floral care base allows this fluid foundation to intensely moisturize the skin, letting it breathe and improving its quality for a long time.The complexion is evened out and the skin is smoothed.  Formulated to withstand even heat and humidity conditions, Dior Forever Skin Glow foundation reveals a luminous makeup finish, from morning to night, lasting for 24h.  This new generation foundation is clean. Concentrated in floral care, it visibly improves skin quality day after day.  Non-comedogenic. Tested on sensitive skin. Formulated with protection against exposure to UVA, UVB and blue light.",makeup/complexion/foundation,True,True,prompt_HCP_02
body/moisturisers,unknown,body/moisturisers,5081,gpt-4o-mini-2024-07-18,2025-08-05T09:14:12.575558,success,"Benamor-BenamÃ´r JacarandÃ¡ Perfumed Soap -Benam&ocirc;r jacarand&aacute; perfumed soap  The Jacaranda is an emblematic tree of Lisbon that covers the city with its electric lilac flowers during the spring.  A true spectacle of color and perfume!   Let yourself be carried away by the unique and delicate perfume of the Jacaranda and let yourself go on an unforgettable trip!   Enriched with aloe vera and shea butter, this satin soap deeply nourishes the skin, leaving them irresistibly perfumed ... 100% Portuguese!",body/bath-shower/dryness-dehydration,False,True,prompt_HCP_02
body/atopic-dermatitis/specific-care,unknown,body/atopic-dermatitis/specific-care,5042,gpt-4o-mini-2024-07-18,2025-08-05T09:14:15.688468,success,"Cetaphil-Pro Itch Control Moisturizing Lotion -Pro itch control moisturizing lotion specially formulated for dry, atopic and sensitive skin care.   Provides quick relief ofskin itching!   Strengthens the skin barrier and prevents itching at night.  The light and creamy formula with high tolerance, hypoallergenic and without perfume.  Suitable for the whole family, including babies from 3 months.",body/atopic-dermatitis/specific-care,True,True,prompt_HCP_02
hair/curly-hair/shampoo,unknown,hair/curly-hair/shampoo,5129,gpt-4o-mini-2024-07-18,2025-08-05T09:14:17.558771,success,"Garnier-Fructis Hydra Curls Strengthening Shampoo-Fructis Hydra Curls Strengthening Shampoo, formulated with bamboo extract and filloxane, nourishes curly or wavy hair for defined curls and 96h anti-frizz and anti-humidity protection.Say goodbye to frizz and hello to silky, soft curls!Key benefits:Formulated with bamboo extract and filloxane to strengthen curls;Nourishes hair for defined curls and 96h anti-frizz and anti-humidity protection;Say goodbye to frizz and hello to silky, soft curls;Suitable for curly or wavy hair types;Experience nourished, defined curls.Nourish, define, and defy frizz with Fructis Hydra Curls Strengthening Shampoo. Experience 96h anti-frizz and anti-humidity protection for beautifully defined curls!",hair/curly-hair/shampoo,True,True,prompt_HCP_02
hair/styling,unknown,hair/styling,5158,gpt-4o-mini-2024-07-18,2025-08-05T09:14:19.228133,success,"Maria Nila-Coils and Curls Luscious Curl Definer-Enhance your curls with Maria Nila Coils and Curls Luscious Curl Definer - a rich styling gel for defined, frizz-free curls with medium hold.Define your curls and seize the day with Luscious Curl Definer!Benefits:Defined Curls: Crafted to define and enhance your curls, giving them the spotlight they deserveMedium Hold: Enjoy a flexible, buildable hold that keeps your curls in place without stiffnessMoisture Boost: Infused with hydrating ingredients like shea butter, hyaluronic acid, and aloe vera, this gel adds moisture to your curls, leaving them soft and manageableVegan and animal friendlyCO2 compensated packagingElevate your curl game and unleash your natural beauty with Maria Nila Coils and Curls Luscious Curl Definer. Whether you're aiming for controlled definition or a vibrant, frizz-free look, this gel has got you covered. Experience the difference and redefine your curls today.",hair/styling,True,True,prompt_HCP_02
fragrance,unknown,fragrance,5192,gpt-4o-mini-2024-07-18,2025-08-05T09:14:21.025964,success,"Marc Jacobs-Daisy Eau So Fresh Eau de Toilette    -Marc Jacobs Daisy Eau So Fresh Eau de Toilette is a sunny and sparkling fragrance with a whimsical spirit.   Like the woman who wears it, inspires us to be bold and feminine, sweet and unpredictable!   A spirited incarnation of the original <a href=""/marc-jacobs-daisy-eau-toilette-women-p-016575mj"">Daisy</a>, this Marc Jacobs fragrance excites the senses with a bright elegance and whimsical charm.  Sophisticated but not too serious, Daisy Eau So Fresh sparkles withsunny, vibrant energy.  The scent s enticing top notes of raspberry and grapefruit sparkle on the skin like sunshine, deepening into a sensuous heart of wild rose and a musky, sophisticated finish of warm plum and cedarwood.  Master Perfumer Alberto Morillas, the creator of Daisy Marc Jacobs, also composed this radiant bouquet of fruits and flowers.  A perfect showcase for the delicate pink elixir of Daisy Eau So Fresh, the crystal-clear bottle takes whimsy to new heights, with its cap of playful daisies and pop of neon yellow. #MJDaisy",fragrance/women,False,True,prompt_HCP_02
skin/eye-care/dark-circles-puffiness,unknown,skin/eye-care/dark-circles-puffiness,5162,gpt-4o-mini-2024-07-18,2025-08-05T09:14:22.853341,success,"Uriage-DÃ©piderm Eye Contour-DÃ©piderm Corrective Eye Contour Care is the ideal care for puffiness and dark circles.Reduces the appearance of puffiness and dark circles!DÃPIDERM INNOVATIONWith 95% naturally sourced ingredients, this eye care diminishes the appearance of dark circles and puffiness. With a gel-cream texture, it provides a refreshing sensation and is quickly absorbed.ANTI-SPOT ACTIONActive ingredients - [Mela Technology + Vitamin C + Niacinamide + Dextran Sulfate]. This care combines Mela Technology (with 100% naturally sourced ingredients, pea extract and sucrose + Uriage thermal water + enoxolone), vitamin C, niacinamide, and dextran sulfate for a comprehensive action in correcting and preventing spots.HIGH TOLERANCEFragrance-free, non-comedogenic, and dermatologically tested, suitable for all skin types, including the most sensitive.",skin/dark-spots/eye-contour,False,True,prompt_HCP_02
body/atopic-dermatitis/specific-care,unknown,body/atopic-dermatitis/specific-care,5119,gpt-4o-mini-2024-07-18,2025-08-05T09:14:25.101543,success,"Cumlaude-Cumlaude LubripiÃ¹ Intimate Hygiene-An oil-milk forintimate hygiene, Cumlaude Lubripi&ugrave; Intimate Hygiene is adapted for cases of dryness of the external genitals.   Intimate area Soft &amp; Smooth!   Its formula with high molecular weight hyaluronic acid and calming actives of natural origin, presents a moisturizing and lubricating action, restoring the comfort of the intimate mucosa.  Gently cleanses the intimate mucous membranes, restoring theirs softly due to their texture in milk oil.  Indicated mainly in situations of dryness of the external genitals caused by: menstrual period, stress, oral contraceptives and pharmacological treatments.  Dermatological and gynecological tested.",body/female-intimate-hygiene,False,True,prompt_HCP_02
skin/cleansers-tonners/combination-to-oily-skin,unknown,skin/cleansers-tonners/combination-to-oily-skin,5052,gpt-4o-mini-2024-07-18,2025-08-05T09:14:26.963907,success,"Noreva-Exfoliac Micellar Water Cleanser-Exfoliac MicellarWater is the ideal cleanse for combination to oily skin!   For clean skin, closed pores and a perfect look!   Presents in its composition BHA and Zinc Gluconatethat purify and mattify the skin, keeping it less oily and totally removing impurities and excess sebum.  Dermatological and ophthalmologicaltested.",skin/cleansers-tonners/combination-to-oily-skin,True,True,prompt_HCP_02
