predicted_category,confidence,raw_response,tokens_used,model_used,timestamp,status,concatenated_product,true_category,exact_match,partial_match,prompt_name
health-care/oral-health/specific-care,unknown,health-care/oral-health/specific-care,4536,gpt-4o-mini-2024-07-18,2025-08-06T12:03:16.964155,success,"GUM-Aftaclear Gel for Canker Sores -Aftaclear gel for thrush - rapid pain relief from the first application!   Quick and long lasting relief!   Prevents recurrence and/or progression of canker sores and other lesions without causing pain, insensitivity, or dry mouth.  No alcohol on composition.  Suitable for adults and children from 2 years.",health-care/oral-health/specific-care,True,True,prompt_HCP
fragrance/women,unknown,fragrance/women,4677,gpt-4o-mini-2024-07-18,2025-08-06T12:03:18.721928,success,"Dior-Miss Dior Parfum-Dior Miss Dior Parfum is a bold and radiant reinvention of the original icon â an intense floral chypre fragrance crafted for the modern woman.Where heritage meets daring youth!What is the story of the Miss Dior perfume?Dior reimagines its legendary Miss Dior fragrance with Miss Dior Parfum, a powerful expression of femininity by Francis Kurkdjian. Inspired by the original 1947 scent. The iconic bottle features the timeless Miss Dior houndstooth in luminous pink and a silver âpoignardâ bow woven from Lurex, elevating elegance to couture level.Fragrance Features:Intense floral chypre with ambery woods;Composed by Francis Kurkdjian;Signature Miss Dior bow and houndstooth design;A bold reinterpretation of a classic.Fragrance Composition:This fragrance opens with the captivating allure of Rare Jasmine, creating a luminous and delicate introduction. At the heart, juicy Mandarin adds a burst of freshness and brightness. The scent settles into warm Ambery Woods, leaving a sensual and lasting impression.",fragrance/women,True,True,prompt_HCP
sun-tan/after-sun,unknown,sun-tan/after-sun,4683,gpt-4o-mini-2024-07-18,2025-08-06T12:03:20.588464,success,"La Roche Posay-Anthelios Post-UV After-Sun-Discover the ultimate relief for sun-exposed, sensitive skin with La Roche-Posay Anthelios Post-UV Lotion After-Sun. Dermatologist-recommended for its soothing and reparative properties.Quench Your Skinâs Thirst After Sun Exposure!Key Benefits:Soothes: Formulated with panthenol, glycerin, and La Roche-Posay thermal spring water to alleviate heat sensations and discomfort.Repairs: Helps restore skinâs moisture and repair dryness.Strengthens: Reinforces the skin barrier with 99% natural-origin ingredients.Active Ingredients:La Roche-Posay thermal spring water: Soothes and calms the skin.Glycerin: Provides deep nourishment.Panthenol: Aids in skin repair.La Roche-Posay Anthelios Post-UV Lotion After-Sun is an essential addition to your beauty routine, offering unparalleled relief and care for sun-exposed skin. Experience immediate soothing, deep hydration, and enhanced skin barrier strength, ensuring your skin feels revitalized and comfortable after every sun-filled day.",sun-tan/after-sun,True,True,prompt_HCP
skin/cleansers-tonners,unknown,skin/cleansers-tonners,4692,gpt-4o-mini-2024-07-18,2025-08-06T12:03:22.195803,success,"SKIN1004-Madagascar Centella Light Cleansing Oil-Introducing the Madagascar Centella Light Cleansing Oil - a luxurious, oil-based cleanser that effortlessly removes makeup, dirt, oils, and sunscreen, all without irritating the delicate eye area. Infused with Centella Asiatica</i> extract and four botanical oils - sunflower, bergamot, olive, and jojoba - this cleanser reduces sebum production and blackheads, leaving your skin feeling silky soft, and deeply moisturized.This exceptional product is the perfect first step in a double-cleansing routine. As it emulsifies into a milky texture when mixed with water, it makes for an easy and efficient process that removes even the heaviest of makeup in one sweep. With the ""like-dissolves-like"" concept, it deeply cleanses oily and acne-prone skin, dissolving impurities while keeping the skin hydrated and nourished.Treat yourself to a radiant and healthy complexion today!Enriched with an impressive 10,000ppm of pure Madagascar Centella extract, this product is the ultimate solution for soothing irritated skin and strengthening the skin barrier, empowering your skin's natural power to revitalize.",skin/cleansers-tonners/normal-skin,False,True,prompt_HCP
skin/cleansers-tonners,unknown,skin/cleansers-tonners,4540,gpt-4o-mini-2024-07-18,2025-08-06T12:03:25.295174,success,"Holika Holika-Pig Nose Clear Blackhead Deep Cleansing Oil Balm-Remove excess oil, impurities and dead cells with Pig Nose Clear Blackhead Deep Cleansing Oil Balm.   Hypoallergenic deep cleansing oil that helps gently remove blackheads.   Its formula contains pink clay to remove unwanted shine and aloe vera to soothe and moisturize.  Balm format that melts with body temperature while being spread and massaged.",skin/targeted-correction/oiliness-acne-pores,False,True,prompt_HCP
hair/anti-dandruff/shampoo,unknown,hair/anti-dandruff/shampoo,4542,gpt-4o-mini-2024-07-18,2025-08-06T12:03:26.964918,success,"Cystiphane-Anti-Dandruff Intensive Ds Shampoo -Anti-Dandruff Intensive DS Shampoo effectively combats severe dandruff combined with an itchy scalp. With exclusive antifungal complex,eliminates dandruff, prevents dandruff reappearing and improves the health of the scalp&rsquo;s natural fungal balance.   Soothes irritation and itching.   Helps prevent Malassezia yeast proliferation, the main cause of dandruff.",hair/anti-dandruff/shampoo,True,True,prompt_HCP
health-care/veterinary-products,unknown,health-care/veterinary-products,4547,gpt-4o-mini-2024-07-18,2025-08-06T12:03:28.565366,success,"Men for San-Urination Attractant for Cats and Dogs -Urination attractant for cats and dogs, a product to educate cats and dogs to urinate on the correct place.   Educate animals to urinate on specific places!   Very useful in the first months of life and during the first vaccination process.  Benefits:   	Very inviting aroma 	Urinate in the right place 	Non-toxic 	No spots 	Colorless",health-care/veterinary-products,True,True,prompt_HCP
mom-baby/first-years/hygiene-moisturization,unknown,mom-baby/first-years/hygiene-moisturization,4589,gpt-4o-mini-2024-07-18,2025-08-06T12:03:30.430929,success,"Klorane-Petit JÃºnior Shower Gel Hair & Body Pear -  For a fun bath with asweetand appetizing perfume, Klorane offers thePetit Junior.  The pear aroma, will invade the senses of your children and you won t even need the call them to bath time!   So sweet! So fresh! Hmmm ... Delicious!   The sweetness of the pear scent combined with the cotton seeds smilkto 2%, nourishes, moisturizes and protects the skin.  Vitamin B5 protects the skin and strengthens the hair, making it easier to untangle due to lipoproteins.",mom-baby/first-years/hygiene-moisturization,True,True,prompt_HCP
skin/masks-exfoliators/anti-ageing,unknown,skin/masks-exfoliators/anti-ageing,4572,gpt-4o-mini-2024-07-18,2025-08-06T12:03:32.120146,success,"Mizon-Joyful Time Essence Mask Snail-Joyful Time Essence Mask Snail is a mask infused with snail extract, known for its regenerative and healing properties.Balances sensitive skin, promotes cellular renewal, and improves texture while minimizing blemishes and scars!Centella asiatica and allantoin extracts soothe, soften, and protect the skin. Collagen provides anti-aging benefits, while hyaluronic acid, betaine, and propanediol moisturize and condition the skin.Experience stronger, protected, and firmer skin in just 10 minutes!",skin/masks-exfoliators/tissue-masks,False,True,prompt_HCP
skin/moisturisers/sensitive-intolerant-skin,unknown,skin/moisturisers/sensitive-intolerant-skin,4620,gpt-4o-mini-2024-07-18,2025-08-06T12:03:33.969772,success,"Roc-Multi-Action Milk Make-Up Remover-Gently cleanse, tone, and hydrate in one step with Roc Multi-Action Milk Make-Up Removerâperfect even for sensitive skin.Remove. Refresh. Rehydrate.Key Benefits:Removes even waterproof makeupTones and refreshes skin instantlyProvides 24-hour hydrationLightweight, non-greasy textureSuitable for all skin types, including sensitiveRoc Multi-Action Milk Make-Up Remover offers a complete skincare ritual in one simple step. Its gentle, milky formula effortlessly removes makeup while toning and deeply hydrating the skin. Designed for all skin types, it leaves skin clean, soft, and balancedâno rinsing, no irritation, just radiant results. A must-have for effortless, effective daily cleansing.",skin/cleansers-tonners/dry-skin,False,True,prompt_HCP
fragrance,unknown,fragrance,4774,gpt-4o-mini-2024-07-18,2025-08-06T12:03:35.509476,success,"Bois 1920-Fiori e Spezie Home Fragrance-Discover Bois 1920 Fiori e Spezie Home Fragrance Diffuser with Sticks â a luxurious home fragrance blending jasmine and nutmeg to transform your space into an elegant floral retreat.Where flowers bloom and spices whisper!What is the story of Bois 1920 Fiori e Spezie Home Fragrance Diffuser with Sticks?Bois 1920 presents Fiori e Spezie, a home fragrance born from the passion for artisanal scents. Inspired by Italian gardens at dusk, this perfume marries the floral grace of jasmine with the warm intrigue of nutmeg, crafting an atmosphere both seductive and sophisticated.Fragrance Features:Elegant blend of jasmine and nutmegFloral-spicy scent profileLong-lasting home fragranceRefined, luxurious ambianceIdeal for living rooms and bedroomsFragrance Composition:The fragrance opens with a vibrant blend of top notes, where the fresh zest of lime meets the warm, aromatic spice of cardamom and nutmeg. This lively introduction immediately awakens the senses and sets the tone for the scentâs inviting complexity. As the fragrance unfolds, the heart reveals a rich floral-spicy accord. The elegance of jasmine blooms at the center, softened and deepened by the comforting warmth of cinnamon and the bold character of cloves. This middle layer adds both depth and sensuality, creating a truly captivating experience. Finally, the base notes linger with a soft, enveloping warmth. Creamy vanilla blends seamlessly with a foundation of spicy woods and musk, leaving a lasting impression of sophistication, warmth, and quiet allure.",fragrance,True,True,prompt_HCP
sun-tan/body/normal-skin,unknown,sun-tan/body/normal-skin,4535,gpt-4o-mini-2024-07-18,2025-08-06T12:03:37.151989,success,"Nuxe-Sun Light Fluid Sunscreen-Nuxe Sun light fluid, provides a sense of freshness and lasting comfort!   Protect your body, protect your tan!   This light sunscreen consists of water and sun flowers andoffers protection against cellular aging!  Ideal for normal to combination skin.  Prevents the appearance of spots on the body and doesn t stain!  Non comedogenic.",sun-tan/face/normal-skin,False,True,prompt_HCP
men/perfumes/fragrances,unknown,men/perfumes/fragrances,4534,gpt-4o-mini-2024-07-18,2025-08-06T12:03:38.803628,success,"Chanel-Bleu de Chanel Parfum -Powerful | Refined | DeterminedBleu de Chanel Parfum is the purest and addictive essence in an expression of total freedom!The most intense fragrance of BLEU DE CHANEL!Captivating and mysterious chords reserved for determined, secure and adventurous men.An undeniably masculine signature that reaches the fullness of Chanel's response to man's demands.",men/perfumes/fragrances,True,True,prompt_HCP
health-care/oral-health/toothpaste,unknown,Category: health-care/oral-health/toothpaste,4089,gpt-4o-mini-2024-07-18,2025-08-06T12:03:39.806459,success,"Naturbrush-Solid Toothpaste Mint Flavor-Solid Toothpaste provides deep cleansingand is adapted for daily oral hygiene.   A new way to brush your teeth!   A sustainable option and alternative to conventional toothpaste, with xylitol in its composition that hasa power to prevent tooth decayand remove dental plaque is remarkable.  Peppermint oil has antiseptic, antimicrobial and refreshing properties, acting as a 3 in 1.  It presents sodium fluoride (1450 ppm F-) that is present in dental enamel in which itsmain action is to stimulate the remineralization of decalcified enamel,interferingwith the growth and development of bacteria in the dental plate.",health-care/oral-health/toothpaste,True,True,prompt_01
skin/dehydration/seruns,unknown,Category: skin/dehydration/seruns,4104,gpt-4o-mini-2024-07-18,2025-08-06T12:03:40.807291,success,"Remescar-Vitamin C and Hyaluronic Acid Serum-Achieve brighter, healthier skin with Vitamin C and Hyaluronic Acid Serum. This serum reduces dark spots and hyperpigmentation while protecting against UV rays and repairing sun-damaged skin.Your key to repairing, hydrating, and beautifying your skin!Key benefits:Repairs and brightens the skin;Provides intense hydration and improves skin beauty;Reduces dark spots, hyperpigmentation, and redness;Protects against UV rays and repairs sun-damaged skin;Stimulates collagen production for firmer, smoother skin.With its powerful blend of ingredients, Vitamin C and Hyaluronic Acid Serum repairs, hydrates, and beautifies your skin while reducing dark spots, hyperpigmentation, and redness.",skin/dark-spots/seruns,False,True,prompt_01
men/body/deodorants-antiperspirants,unknown,Category: men/body/deodorants-antiperspirants,4094,gpt-4o-mini-2024-07-18,2025-08-06T12:03:41.807862,success,"Givenchy-Gentleman Society Deodorant Spray-Elevate your grooming routine with Givenchy Gentleman Society Deodorant Spray â woody floral freshness and long-lasting deodorizing action for the modern man.Step into the Gentleman Society â where sophistication meets freshness!Key Benefits:Long-lasting deodorizing action for all-day confidence;Infused with the woody floral notes of Gentleman Society;Refreshing formula in eco-conscious packaging made from 100% recycled aluminum.Unite your scent and style with Givenchy Gentleman Society Deodorant Spray. Perfect for enhancing your Gentleman Society fragrance, itâs more than a product â itâs a statement of refined masculinity.",men/perfumes/deodorants,False,True,prompt_01
skin/moisturisers/redness-rosacea,unknown,Category: skin/moisturisers/redness-rosacea,4128,gpt-4o-mini-2024-07-18,2025-08-06T12:03:42.808255,success,"Dermoteca-Dc Moisturizer for Reactive Skin and Rosacea -Moisturization, protection and control of the skim redness!  The Dc moisturizer for reactive skin and rosacea integratesall the qualities these skin types seek in a facial care, thus providing greater comfort, freshness and softness to your skin.   Conforted, for aredness reduction!   Its formula protects the skin from the harmful effects of free radicals thanks to resveratrol and polyphenols from barley malt.  This cream also contains allantoin and shea butter, which strengthen the skin barrier; as well as a SPF 12to protect the skin from the harmful effects of UV radiation.  In addition, the<i>Centella asiatica and the aescinpromote the reinforcement of the blood vessels; and thegreenish tintallows to attenuate the redness.",skin/moisturisers/redness-rosacea,True,True,prompt_01
skin/cleansers-tonners/normal-skin,unknown,Category: skin/cleansers-tonners/normal-skin,4019,gpt-4o-mini-2024-07-18,2025-08-06T12:03:43.808837,success,"Sensai Kanebo-Silky Purifying Cleansing Milk -Silky Purifying Cleansing milk for a gentle removal of make-up.  A care of softness and freshness for all skin types, which quickly eliminates make-up and impurities!   Careful cleansing of your skin.... always!   All skin types.",skin/cleansers-tonners/normal-skin,True,True,prompt_01
hair/anti-dandruff/shampoo,unknown,Category: hair/anti-dandruff/shampoo,4162,gpt-4o-mini-2024-07-18,2025-08-06T12:03:44.809327,success,"Ducray-Kelual-Squanorm Shampoo Dry Dandruff-Say goodbye to dry dandruff with Ducray Kelual-Squanorm Shampoo Dry Dandruff. Experience visible flake reduction and soothing relief from the first use, thanks to advanced PROBIOTIC-SCIENCE technology.<i>Pure comfort, no more flakes!</i>Key Benefits:Eliminates visible dry dandruff from the first washSoothes itching and hydrates the scalp instantlyRebalances the scalp's microbiome with PROBIOTIC-SCIENCELong-lasting protection against dandruff recurrenceActive Ingredients:Piroctone Olamine: Antifungal to control dandruffGlycerin: Deeply hydrates and nourishes the scalpDucray Kelual-Squanorm Shampoo Dry Dandruff offers a groundbreaking, clinically proven solution for dry dandruff, leaving your scalp hydrated, itch-free, and balanced. With lasting protection and a commitment to sustainability, itâs the perfect blend of efficacy and eco-responsibility.",hair/anti-dandruff/shampoo,True,True,prompt_01
health-care/oral-health/toothbrushes-accessories,unknown,Category: health-care/oral-health/toothbrushes-accessories,4123,gpt-4o-mini-2024-07-18,2025-08-06T12:03:45.810128,success,"Elgydium-Pocket Soft Toothbrush-Upgrade your on-the-go dental care with Elgydium Pocket Soft Toothbrush â a foldable, hygienic, and precision tool for a healthy smile, anytime, anywhere.Compact. Clean. Confident!Key BenefitsPortable: Foldable design fits perfectly in your pocket or bag.Precise Cleaning: Short bristles protect enamel; longer bristles clean between teeth and massage gums.Hygienic: Folded design ensures the toothbrush head stays protected and clean.The Elgydium Pocket Soft Toothbrush is the perfect companion for busy lifestyles. Whether at the gym, office, or traveling, it ensures optimal oral hygiene with precision bristles and a sleek, portable design. Elevate your dental care routine wherever you goâcompact convenience never looked so good!",health-care/oral-health/toothbrushes-accessories,True,True,prompt_01
skin/masks-exfoliators/anti-ageing,unknown,Category: skin/masks-exfoliators/anti-ageing,4082,gpt-4o-mini-2024-07-18,2025-08-06T12:03:46.810443,success,"Talika-Bio Enzymes Anti-Ageing Sheet Mask-Revive your skin in just 15 minutes!  The Bio enzymes anti-ageing sheet mask is suitable for the skin that is dehydrated, rough, wrinkled and dull.   Skin becomes plumped,illuminated and incredibly moisturised!   This product combines the watermelon extract, rich in antioxidants; tohyaluronic acid and hydrolyzed collagen, with moisturizing and filling action.  Like a second skin, the biocellulose mask perfectly adheres to your face, retaining a high amount of active ingredients and optimizing the skin penetration.",skin/masks-exfoliators/tissue-masks,False,True,prompt_01
skin/cleansers-tonners/combination-to-oily-skin,unknown,Category: skin/cleansers-tonners/combination-to-oily-skin,4057,gpt-4o-mini-2024-07-18,2025-08-06T12:03:47.811260,success,"Clinique-Rinse Off Foaming Cleanser -Rinse off foaming cleanser has the formula indicated for skin type 2 - dry the combination skin.   The combination todry skin will thank this product!    	 	It is a mousse cleanser that removes makeup and waste sunscreen, leaving the skin clean, fresh and hydrated. 	 	 	Its creamy formula turns into a rich foam when in contact with water. 	 	 	Taking into account their long lasting formula is recommended for everyday use.",makeup/complexion/makeup-removers,False,False,prompt_01
skin/global-anti-aging/specific-moisturizers,unknown,Category: skin/global-anti-aging/specific-moisturizers,4091,gpt-4o-mini-2024-07-18,2025-08-06T12:03:48.811696,success,"Lancome-RÃ©nergie Multi-Lift-The Renergie Multi-lift SPF15 is a care inspired by the discoveries of space biology, and itacts on the signs of skin aging, with targeted action on wrinkles, promoting the firmness and density of the skin.   The skin becomes firmer, plumped, redensified, as lifted.   The Up- Coehsion, coupled with the expertise of the Lanc&ocirc;me brand is the main responsible factors for this action.  In just one week firmer,denser skin,, attenuated wrinkles .  After 4 weeks skin visibly filled, in a texture suitable for all skin types.",skin/deep-wrinkles/specific-moisturizers,False,True,prompt_01
sun-tan/face/oily-combination-skin,unknown,Category: sun-tan/face/oily-combination-skin,4302,gpt-4o-mini-2024-07-18,2025-08-06T12:03:49.812106,success,"Sesderma-Repaskin Urban 365 Oily Skin Sunscreen-Unveil the secret to flawless, protected skin with Repaskin Urban 365 Sunscreen for Oily Skin â your shield against the sun, pollution, and imperfections.Embrace Radiance, Embrace Protection!Key Benefits:<ol>High SPF50 Protection: Shields against harmful UVB/UVA/IR rays.Non-Comedogenic: Ideal for oily and acne-prone skin without clogging pores.Blue Light Protection: Defends against digital screen exposure.Anti-Pollution: Guards against environmental stressors.Water-Resistant: Long-lasting protection.Eye-Friendly Formula: Gentle and non-irritating.Marine Ecosystem Tested: Eco-conscious and safe for marine life.Quick Absorption with Matte Finish: Ultralight texture for a non-greasy, shine-free look.</ol>Active Ingredients: A fusion of physical and chemical filters, restorative enzymes, antioxidants like Polypodium leucotomos</i> and Thermus thermofillus</i>, plus niacinamide and salicylic acid.Repaskin Urban 365 Sunscreen is more than just a sunscreen; it's a daily defense system for your skin. Perfect for all skin types and especially for those with oily, acne-prone skin, this sunscreen offers an ultralight, matte finish without leaving any white residue. Powered by SHIELD-SYSTEM technology, it not only protects but also repairs skin from sun damage, preventing wrinkles and fine lines. Eco-friendly packaging and marine-safe formulas make Repaskin a conscientious choice for the environment-savvy. Step out confidently every day of the year with Repaskin â your ultimate companion for skin protection and perfection!",sun-tan/face/combination-to-oily-skin,False,True,prompt_01
skin/moisturisers/oiliness-acne-pores,unknown,Category: skin/moisturisers/oiliness-acne-pores,4065,gpt-4o-mini-2024-07-18,2025-08-06T12:03:50.812615,success,"Eucerin-Dermopure Oil Control Adjunctive Soothing Cream -Dermopure oil control adjunctive soothing cream is a complementary restorative care to acne treatments.   Strengthens the skin!   Formulated with symsitive&reg;, licochalcone A, ceramides and panthenol with a soothing, restorative, fortifying and moisturizingskin action.  Attenuates the side effects caused by acne treatments, favoring adherence to therapy, stimulating skin regeneration.  Ideal for acne-prone skin.",skin/moisturisers/oiliness-acne-pores,True,True,prompt_01
fragrance/men,unknown,Category: fragrance/men,4062,gpt-4o-mini-2024-07-18,2025-08-06T12:03:51.813353,success,"Zadig Voltaire-This Is Him! Eau de Toilette -This is Him!a spicy oriental aroma associated with sandalwood, Zadig &amp; Voltaire signature.Manly, wild and free!For the man with rocker features but, a gentleman in his essence.This is Him! integrates the two facets of this man into one fragrance that evokes virility and freedom in the spontaneity of his personality.This fragrance was launched simultaneously with This is Her! for a woman who doesn't mind standing out in the crowd.Together, they create a pair in full harmony.",men/perfumes/fragrances,False,False,prompt_01
health-care/diapers-incontinence,unknown,Category: health-care/diapers-incontinence,4121,gpt-4o-mini-2024-07-18,2025-08-06T12:03:52.813673,success,"Tena-Pants Plus -  Suitable for moderate to severe incontinence, TENA Pants Plus provide enhanced protection when the need of your loved one is slightly larger.  With ConfioFit, gets a thin protection with anatomical format which also ensures great comfort and discretion.   100% breathable, are a great choice for a good skin health.   It s soft and discrete as underwear.  The Odour Neutralizer minimizes the ammoniaodor, giving a fresh and dignityfeeling.  Protection against TENA Pants incontinence is so easy to remove as is is to wear. Just tear the side seams and remove theunderwear.  Within each degree of absorption, the size should be chosen according to the diameter of the waist of the person will use. Use the correct size is important for the underwear is well adjusted to the body.",health-care/diapers-incontinence,True,True,prompt_01
men/skin/cleansers-tonners,unknown,Category: men/skin/cleansers-tonners,4115,gpt-4o-mini-2024-07-18,2025-08-06T12:03:53.814328,success,"Uppercut-Exfoliating Cleanser-Exfoliating Cleanser is expertly crafted to provide a gentle yet thorough cleanse, preparing the skin for an impeccably close shave.Refreshes the skin, while its exfoliating properties ensure an exceptionally close shave without drying the skin!Infused with Ground Pumice for exfoliation and Charcoal for detoxification, this daily-use cleanser promotes clean and blemish-free skin, suitable for all skin types. It features a soothing complex that refreshes and cools the skin, while its exfoliating properties help lift facial hair, ensuring an exceptionally close shave without drying the skin. The delightful fragrance combines Cyprus and Cedar notes.With beneficial ingredients like Activated Charcoal, Ground Pumice, Chamomile Extract, and Green Tea Extract, this cleanser offers a comprehensive grooming solution.",men/skin/cleansers-tonners,True,True,prompt_01
men/skin/anti-ageing,unknown,Category: men/skin/anti-ageing,4196,gpt-4o-mini-2024-07-18,2025-08-06T12:03:54.814915,success,"Collistar-Uomo Anti-Age Energizing Cream-Gel -Uomo Anti-Age Energizing Gel-Cream,an innovative face treatment developed specifically for male skin, now with a new formula for even more effective resulatdos.   More cleanand even more effective!   The main active ingredient is Meristematic Cellsof the Sequoia* immune system. These have the ability to revitalize and stimulate skin cell activity. It also contains Extract of Italian Pomegranate, a powerful antioxidant that fights free radicals and an Energizing Active Ingredientthat improves the firmness, energy and vitality of the skin.  With a light and fresh texture, easily absorbed, this treatment has viable results:  <div>â Skin firmer, hydrated and revitalized</div>  <div>â Wrinkles minimized</div>  <div>â More evenly and noticeably healthier skin</div>    Silicon-Free, No Animal Ingredients, Alcohol-Free and microplastics-free.  Dermatologically tested on sensitive skin.    *SUSTAINABILITY: A small amount of plant tissue is enough to produce an entire chain of cells in vitro, saving energy, soil and water.",men/skin/first-signs-age,False,True,prompt_01
skin/masks-exfoliators/moisturizing-masks,unknown,Category: skin/masks-exfoliators/moisturizing-masks,4105,gpt-4o-mini-2024-07-18,2025-08-06T12:03:55.815245,success,"Holika Holika-After Mask Sheet After Taking a Trip-After Mask Sheet After Taking A Trip is specially designed to alleviate puffiness and rejuvenate the skin after experiencing the effects of jet lag or other negative events.Brightens the skin and improves overall appearance!Contains carefully selected fruit extracts to provide a nourishing and pampering treatment for the skin. This mask not only enhances radiance but also relieves tension and detoxifies congested areas.With the help of powerful antioxidants from Orange Peel Extract, it brightens the skin and improves overall appearance. Within just 15 minutes, this illuminating mask leaves the skin feeling soft, smooth, and radiant, making it perfect for after a long day of travel or anytime the skin needs extra care.",skin/masks-exfoliators/tissue-masks,False,True,prompt_01
body/moisturisers/dryness-dehydration,unknown,Category: body/moisturisers/dryness-dehydration,4092,gpt-4o-mini-2024-07-18,2025-08-06T12:03:56.815704,success,"Roger Gallet-Rose Wellbeing Body Lotion -Rose Wellbeing Body Lotionis a body milk that soothes and nourishes dry and sensitive skin.   Leaves the skin incredibly soft and deliciously fragrant!   The Rose body milk invites you to an intimate moment of softness.  Enriched with natural rose essential oil with relaxing virtues and shea butter, it nourishes the skin and provides 24-hour hydration.  Its light texture is absorbed instantly and leaves your skin moisturized and deliciously scented with the velvety fresh notes of Rose.  The carnal tenderness of the petals of the Damascene Rose that spreads relentlessly over the skin like a balm of softness.",fragrance/fragranced-moisturizers,False,False,prompt_01
men/perfumes/fragrances,unknown,Category: men/perfumes/fragrances,4059,gpt-4o-mini-2024-07-18,2025-08-06T12:03:57.816215,success,"Yves Saint Laurent-La Nuit de L'Homme Eau de Toilette -For the man who reveals his sensuality when the night falls...  La nuit de l homme eau de toilette for men is a mysterious and woody fragrance; which is capable of emanating a powerful aura of seduction!   <p class=""text-center"" style=""margin-left:40px"">Feel powerful until dawn!   With cardamom, fava tonkaand cedar wood, for the captivating and conquering men, who knows what he wants!",men/perfumes/fragrances,True,True,prompt_01
hair/volume,unknown,Category: hair/volume,4036,gpt-4o-mini-2024-07-18,2025-08-06T12:03:58.816826,success,"Rene Furterer-Volumea Volumising Foam -VolumeaFoam without Rinse: the softness of a volumizing foam, combined with flexibilityand light fixation.  A Rene Furterer carewith anti-static effect for a controled volume.   Gives volume and flexibility to your hair   Volumea foam, operates in fine hair to give a controlled volume effect.  The hair becomes soft and shiny, with great volume!",hair/seruns-leave-in/volume,False,True,prompt_01
hair/damaged-hair/masks,unknown,Category: hair/damaged-hair/masks,4089,gpt-4o-mini-2024-07-18,2025-08-06T12:03:59.817222,success,"Sesderma-Seskavel Repair Keratin Mask for Damaged Hair -The hair that is dry and damaged at it s length tend to become frizzy, dull and rough; and these features give itan unhealthy aspect.  To counter all these signs of hair damage, Sesderma developed the Seskavel repair keratin mask for damaged hair; whichs rebuilds and repairs the hair fiber.   Let your hair shine!   This mask owes shouldrestructuring action tokeratin and also a complex of amino acids; that bind to the cuticle damage repairing the damagedsites. Additionally, the silk proteins protectthe fiber and theargan oil nourishes your hair.",hair/damaged-hair/masks,True,True,prompt_01
makeup/lips/lipliners,unknown,Category: makeup/lips/lipliners,4080,gpt-4o-mini-2024-07-18,2025-08-06T12:04:00.817966,success,"LA Girl-Hold It in-Prevent lipstick feathering and fine lines with Hold It In reverse lip liner.Keep your lip color in check! The secret to longer-lasting, flawless lips!Key benefits:Transparent lip primer prevents lipstick from feathering and settling into fine lines;Smooth, creamy texture extends the wear of your lip color;Acts as a transparent lip primer with excellent adhesion to the skin;Composition melts and protects your lips for greater comfort;Vegan and free from fragrance and parabens for sensitive lips.Keep your lip color in check with Hold It In reverse lip liner â the key to picture-perfect lips, every time.",makeup/lips/lipliners,True,True,prompt_01
makeup/eyes-brows/eye-shadow,unknown,Category: makeup/eyes-brows/eye-shadow,4037,gpt-4o-mini-2024-07-18,2025-08-06T12:04:01.818909,success,"Sensilis-Baked Quattro Eyeshadow-Baked Quattro is a palette of shadows that enhances and intensifies the look.     From a natural to intense look!   Optimized formula that combines an exceptional concentration of pigments with a smooth texture for easy application and to maximize color expression.  With 4 shades, matts and luminous, the palette allows you to draw a natural or intense look, almond or smoky.",makeup/eyes-brows/eye-shadow,True,True,prompt_01
men/body/deodorants-antiperspirants,unknown,Category: men/body/deodorants-antiperspirants,4141,gpt-4o-mini-2024-07-18,2025-08-06T12:04:02.819534,success,"Collistar-Uomo Freshness Deo 48 Hrs Spray-Experience lasting freshness with the Collistar Uomo Freshness Deo 48 Hrs Spray. This no-gas, antiperspirant spray is formulated for effective all-day protection, keeping you feeling fresh and revitalized for up to 48 hours. Infused with distilled Italian Bergamot water, it provides an instant boost of energy and vitality.Stay fresh, energized, and confident for 48 hours!Key Benefits:Long-lasting 48-hour deodorizing action;Light, non-greasy formula that dries instantly;Designed to minimize marks and stains on fabrics;Practical spray for even, easy distribution;Fresh scent with a revitalizing boost from Italian Bergamot.Stay fresh and confident all day long with Collistar Uomo Freshness Deo 48 Hrs Spray that offers powerful protection and a refreshing sensation without leaving marks. Ideal for active men seeking both practicality and effectiveness.",men/body/deodorants-antiperspirants,True,True,prompt_01
